37403086 | @CHEMICAL_demethylzeylasteral | demethylzeylasteral | 30 | 19 | Chemical | chemical | demethylzeylasteral
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 208 | 7 | Disease | disease | Myeloma
38478091 | @GENE_HLA_A | HLA-A | 652 | 3 | Gene | gene | HLA
38478091 | @GENE_KIR3DL1 | KIR3DL1 | 660 | 3 | Gene | gene | KIR
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 832 | 2 | Disease | disease | MM
38478091 | @GENE_KIR3DL1 | KIR3DL1 | 890 | 3 | Gene | gene | KIR
38478091 | @GENE_HLA_A | HLA-A | 898 | 3 | Gene | gene | HLA
38478091 | @GENE_HLA_C | HLA-C | 903 | 5 | Gene | gene | HLA-C
38478091 | @GENE_BW4 | BW4 | 925 | 3 | Gene | gene | Bw4
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 990 | 2 | Disease | disease | MM
38478091 | @GENE_KIR3DL1 | KIR3DL1 | 1086 | 3 | Gene | gene | KIR
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1158 | 2 | Disease | disease | MM
38478091 | @GENE_BW4 | BW4 | 1220 | 3 | Gene | gene | Bw4
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1250 | 2 | Disease | disease | MM
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1274 | 2 | Disease | disease | MM
38478091 | @GENE_BW4 | BW4 | 1317 | 3 | Gene | gene | Bw4
38478091 | @GENE_BW4 | BW4 | 1420 | 3 | Gene | gene | Bw4
38478091 | @GENE_KIR3DL1 | KIR3DL1 | 1428 | 7 | Gene | gene | KIR3DL1
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1439 | 2 | Disease | disease | MM
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1486 | 2 | Disease | disease | MM
38478091 | @GENE_KIR2DL1 | KIR2DL1 | 1546 | 7 | Gene | gene | KIR2DL1
38478091 | @GENE_BW4 | BW4 | 1558 | 3 | Gene | gene | Bw4
38478091 | @GENE_KIR3DL1 | KIR3DL1 | 1562 | 7 | Gene | gene | KIR3DL1
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1684 | 2 | Disease | disease | MM
38478091 | @GENE_KIR3DL1 | KIR3DL1 | 1700 | 3 | Gene | gene | KIR
38478091 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1735 | 2 | Disease | disease | MM
38485627 | @GENE_HLA_DRB1 | HLA-DRB1 | 490 | 8 | Gene | gene | HLA-DRB1
38485627 | @GENE_HLA_C | HLA-C | 697 | 5 | Gene | gene | HLA-C
38485627 | @GENE_HLA_DRB1 | HLA-DRB1 | 791 | 4 | Gene | gene | DRB1
38485627 | @GENE_CD34 | CD34 | 802 | 4 | Gene | gene | CD34
38643729 | @DISEASE_Skin_Diseases | Skin Diseases | 70 | 12 | Disease | disease | skin lesions
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 86 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 94 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 109 | 19 | Disease | disease | Lupus erythematosus
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 130 | 2 | Disease | disease | LE
38643729 | @DISEASE_Autoimmune_Diseases_of_the_Nervous_System | Autoimmune Diseases of the Nervous System | 154 | 36 | Disease | disease | antibody-mediated autoimmune disease
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 192 | 18 | Disease | disease | Isolate discoid LE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 212 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 222 | 13 | Disease | disease | systematic LE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 237 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Skin_Diseases | Skin Diseases | 315 | 12 | Disease | disease | skin-limited
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 395 | 2 | Disease | disease | LE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 403 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 412 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Skin_Diseases | Skin Diseases | 440 | 12 | Disease | disease | skin lesions
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 536 | 13 | Disease | disease | discoid lupus
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 566 | 2 | Disease | disease | LE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 686 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 695 | 3 | Disease | disease | SLE
38643729 | @GENE_HLA_A | HLA-A | 802 | 3 | Gene | gene | HLA
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 943 | 2 | Disease | disease | LE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 983 | 2 | Disease | disease | LE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1065 | 2 | Disease | disease | LE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1095 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1105 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Skin_Diseases | Skin Diseases | 1156 | 11 | Disease | disease | skin lesion
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1173 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1182 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1240 | 16 | Disease | disease | IDLE skin lesion
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1261 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1322 | 16 | Disease | disease | IDLE skin lesion
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1400 | 3 | Disease | disease | SLE
38643729 | @GENE_HLA_DRB1 | HLA-DRB1 | 1411 | 8 | Gene | gene | HLA-DRB1
38643729 | @GENE_HLA_DQB1 | HLA-DQB1 | 1475 | 8 | Gene | gene | HLA-DQB1
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1523 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1608 | 17 | Disease | disease | IDLE skin lesions
38643729 | @DISEASE_Skin_Diseases | Skin Diseases | 1704 | 12 | Disease | disease | skin lesions
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1725 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1733 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1748 | 3 | Disease | disease | SLE
38643729 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 1776 | 24 | Disease | disease | systemic immune disorder
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1808 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1903 | 4 | Disease | disease | IDLE
38643729 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 1927 | 2 | Disease | disease | LE
15147562 | @GENE_JAK3 | Jak3 | 81 | 5 | Gene | gene | Jak 3
15147562 | @GENE_JAK3 | Jak3 | 410 | 5 | Gene | gene | Jak 3
15147562 | @GENE_JAK3 | Jak3 | 469 | 5 | Gene | gene | Jak 3
15147562 | @DISEASE_Thymus_Neoplasms | Thymus Neoplasms | 590 | 18 | Disease | disease | hypoplastic thymus
15147562 | @GENE_JAK3 | Jak3 | 734 | 5 | Gene | gene | Jak 3
15147562 | @GENE_CXCL12 | Cxcl12 | 790 | 6 | Gene | gene | CXCL12
15147562 | @GENE_CCL25 | Ccl25 | 801 | 5 | Gene | gene | CCL25
15147562 | @GENE_JAK3 | Jak3 | 826 | 5 | Gene | gene | Jak 3
15147562 | @GENE_CCR9 | Ccr9 | 866 | 4 | Gene | gene | CCR9
15147562 | @GENE_CXCR4 | Cxcr4 | 875 | 5 | Gene | gene | CXCR4
15147562 | @GENE_JAK3 | Jak3 | 914 | 5 | Gene | gene | Jak 3
15147562 | @GENE_CCL25 | Ccl25 | 1006 | 5 | Gene | gene | CCL25
15147562 | @GENE_CXCL12 | Cxcl12 | 1016 | 6 | Gene | gene | CXCL12
15147562 | @GENE_JAK3 | Jak3 | 1131 | 5 | Gene | gene | Jak 3
15147562 | @GENE_CXCR4 | Cxcr4 | 1173 | 5 | Gene | gene | CXCR4
15147562 | @GENE_CCR9 | Ccr9 | 1183 | 4 | Gene | gene | CCR9
15147562 | @GENE_CCL25 | Ccl25 | 1238 | 5 | Gene | gene | CCL25
15147562 | @GENE_CXCL12 | Cxcl12 | 1249 | 6 | Gene | gene | CXCL12
15147562 | @GENE_JAK3 | Jak3 | 1465 | 5 | Gene | gene | Jak 3
15147562 | @GENE_IL7R | Il7r | 1528 | 22 | Gene | gene | interleukin-7 receptor
15147562 | @GENE_IL7R | Il7r | 1552 | 5 | Gene | gene | IL-7R
15548928 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 0 | 32 | Disease | disease | Inherited disorders of cytokines
15548928 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 200 | 19 | Disease | disease | inherited disorders
15548928 | @GENE_IL7R | IL7R | 387 | 27 | Gene | gene | interleukin (IL)-7 receptor
15548928 | @GENE_IL7R | IL7R | 416 | 5 | Gene | gene | IL7RA
15548928 | @GENE_IL2RG | IL2RG | 469 | 6 | Gene | gene | gammac
15548928 | @GENE_IL2 | IL2 | 484 | 26 | Gene | gene | IL-2, -4, -7, -15, and -21
15548928 | @GENE_JAK3 | JAK3 | 519 | 4 | Gene | gene | Jak3
15548928 | @GENE_JAK3 | JAK3 | 525 | 4 | Gene | gene | JAK3
15548928 | @GENE_IL2RA | IL2RA | 578 | 19 | Gene | gene | IL-2 receptor alpha
15548928 | @GENE_IL2RA | IL2RA | 599 | 6 | Gene | gene | IL-2RA
15548928 | @GENE_IL2RB | IL2RB | 639 | 9 | Gene | gene | IL-2Rbeta
15548928 | @GENE_CXCR4 | CXCR4 | 713 | 5 | Gene | gene | CXCR4
15548928 | @GENE_IFNG | IFNG | 769 | 16 | Gene | gene | interferon-gamma
15548928 | @GENE_IL12B | IL12B | 792 | 5 | Gene | gene | IL12B
15548928 | @GENE_IL12RB1 | IL12RB1 | 799 | 7 | Gene | gene | IL12RB1
15548928 | @GENE_IFNGR1 | IFNGR1 | 808 | 6 | Gene | gene | IFNGR1
15548928 | @GENE_IFNGR2 | IFNGR2 | 816 | 6 | Gene | gene | IFNGR2
15548928 | @GENE_STAT1 | STAT1 | 824 | 5 | Gene | gene | STAT1
15548928 | @GENE_IRAK4 | IRAK4 | 914 | 5 | Gene | gene | IRAK4
15548928 | @GENE_IKBKG | IKBKG | 921 | 4 | Gene | gene | NEMO
15548928 | @GENE_TNFRSF1A | TNFRSF1A | 1005 | 8 | Gene | gene | TNFRSF1A
15548928 | @GENE_TGFB1 | TGFB1 | 1072 | 5 | Gene | gene | TGFB1
15548928 | @DISEASE_Infections | Infections | 1234 | 10 | Disease | disease | infections
15548928 | @DISEASE_Developmental_Defects_of_Enamel | Developmental Defects of Enamel | 1248 | 21 | Disease | disease | developmental defects
15611059 | @GENE_CXCL12 | CXCL12 | 0 | 6 | Gene | gene | CXCL12
15611059 | @GENE_JAK2 | Jak2 | 35 | 4 | Gene | gene | Jak2
15611059 | @GENE_JAK3 | Jak3 | 44 | 4 | Gene | gene | Jak3
15611059 | @GENE_JAK3 | JAK3 | 378 | 4 | Gene | gene | Jak3
15611059 | @GENE_CXCR4 | CXCR4 | 860 | 5 | Gene | gene | CXCR4
15611059 | @GENE_CXCL12 | CXCL12 | 893 | 6 | Gene | gene | CXCL12
15611059 | @GENE_CXCL12 | CXCL12 | 903 | 29 | Gene | gene | stromal cell-derived factor-1
15611059 | @GENE_JAK2 | Jak2 | 981 | 4 | Gene | gene | Jak2
15611059 | @GENE_JAK3 | JAK3 | 990 | 4 | Gene | gene | Jak3
15611059 | @GENE_JAK3 | Jak3 | 1022 | 4 | Gene | gene | Jak3
15611059 | @GENE_CXCL12 | Cxcl12 | 1044 | 6 | Gene | gene | CXCL12
15611059 | @GENE_JAK2 | Jak2 | 1200 | 4 | Gene | gene | Jak2
15611059 | @GENE_JAK2 | JAK2 | 1224 | 4 | Gene | gene | Jak2
15611059 | @GENE_CXCL12 | CXCL12 | 1315 | 6 | Gene | gene | CXCL12
15611059 | @GENE_JAK3 | Jak3 | 1632 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 0 | 14 | Gene | gene | Janus kinase 3
17521370 | @GENE_CCR7 | Ccr7 | 67 | 4 | Gene | gene | CCR7
17521370 | @GENE_JAK3 | Jak3 | 236 | 4 | Gene | gene | Jak3
17521370 | @GENE_CCR9 | Ccr9 | 250 | 4 | Gene | gene | CCR9
17521370 | @GENE_CXCR4 | Cxcr4 | 259 | 5 | Gene | gene | CXCR4
17521370 | @GENE_CCL25 | Ccl25 | 291 | 5 | Gene | gene | CCL25
17521370 | @GENE_CXCL12 | Cxcl12 | 301 | 6 | Gene | gene | CXCL12
17521370 | @GENE_JAK3 | Jak3 | 409 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 453 | 4 | Gene | gene | Jak3
17521370 | @GENE_CCR7 | Ccr7 | 461 | 4 | Gene | gene | CCR7
17521370 | @GENE_JAK3 | Jak3 | 539 | 4 | Gene | gene | Jak3
17521370 | @GENE_CCL19 | Ccl19 | 582 | 5 | Gene | gene | CCL19
17521370 | @GENE_JAK3 | Jak3 | 612 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 668 | 4 | Gene | gene | Jak3
17521370 | @GENE_CCR7 | Ccr7 | 766 | 4 | Gene | gene | CCR7
17521370 | @GENE_JAK3 | Jak3 | 796 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 835 | 4 | Gene | gene | Jak3
17521370 | @GENE_CCR7 | Ccr7 | 926 | 4 | Gene | gene | CCR7
17521370 | @GENE_JAK3 | Jak3 | 970 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 1031 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 1065 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 1240 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 1330 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 1485 | 4 | Gene | gene | Jak3
17521370 | @GENE_JAK3 | Jak3 | 1659 | 4 | Gene | gene | Jak3
17521370 | @GENE_CCR7 | Ccr7 | 1711 | 4 | Gene | gene | CCR7
24498424 | @GENE_JAK3 | Jak3 | 0 | 4 | Gene | gene | Jak3
24498424 | @GENE_AKT1 | Akt1 | 93 | 3 | Gene | gene | Rac
24498424 | @GENE_JAK3 | Jak3 | 152 | 4 | Gene | gene | Jak3
24498424 | @GENE_CCR7 | Ccr7 | 198 | 4 | Gene | gene | CCR7
24498424 | @GENE_CCR9 | Ccr9 | 204 | 4 | Gene | gene | CCR9
24498424 | @GENE_CXCR4 | Cxcr4 | 213 | 5 | Gene | gene | CXCR4
24498424 | @GENE_JAK3 | Jak3 | 252 | 4 | Gene | gene | Jak3
24498424 | @GENE_JAK3 | Jak3 | 417 | 4 | Gene | gene | Jak3
24498424 | @GENE_JAK3 | Jak3 | 504 | 4 | Gene | gene | Jak3
24498424 | @GENE_JAK3 | Jak3 | 624 | 4 | Gene | gene | Jak3
24498424 | @GENE_CXCL12 | Cxcl12 | 721 | 6 | Gene | gene | CXCL12
24498424 | @GENE_JAK3 | Jak3 | 864 | 4 | Gene | gene | Jak3
24498424 | @GENE_RAC1 | Rac1 | 900 | 4 | Gene | gene | Rac1
24498424 | @GENE_RHOA | Rhoa | 909 | 4 | Gene | gene | RhoA
24498424 | @GENE_JAK3 | Jak3 | 1210 | 4 | Gene | gene | Jak3
24498424 | @GENE_JAK3 | Jak3 | 1296 | 4 | Gene | gene | Jak3
24587342 | @GENE_FOSL2 | FOSL2 | 0 | 4 | Gene | gene | FRA2
24587342 | @GENE_STAT5A | STAT5A | 10 | 5 | Gene | gene | STAT5
24587342 | @GENE_IL2 | IL2 | 41 | 4 | Gene | gene | IL-2
24587342 | @GENE_CD4 | CD4 | 55 | 3 | Gene | gene | CD4
24587342 | @GENE_STAT5A | STAT5A | 121 | 5 | Gene | gene | STAT5
24587342 | @GENE_CD4 | CD4 | 274 | 3 | Gene | gene | CD4
24587342 | @GENE_STAT5A | STAT5A | 353 | 5 | Gene | gene | STAT5
24587342 | @GENE_CD4 | CD4 | 362 | 3 | Gene | gene | CD4
24587342 | @GENE_STAT5A | STAT5A | 548 | 5 | Gene | gene | STAT5
24587342 | @GENE_STAT5A | STAT5A | 670 | 5 | Gene | gene | STAT5
24587342 | @GENE_IFNG | IFNG | 742 | 9 | Gene | gene | IFN-gamma
24587342 | @GENE_PAGR1 | PAGR1 | 769 | 3 | Gene | gene | GAS
24587342 | @DISEASE_Neoplasms | Neoplasms | 851 | 5 | Disease | disease | tumor
24587342 | @GENE_FOSL2 | FOSL2 | 886 | 21 | Gene | gene | Fos-related antigen 2
24587342 | @GENE_FOSL2 | FOSL2 | 909 | 4 | Gene | gene | FRA2
24587342 | @GENE_IL2 | IL2 | 946 | 4 | Gene | gene | IL-2
24587342 | @GENE_STAT5A | STAT5A | 961 | 5 | Gene | gene | STAT5
24587342 | @GENE_FOSL2 | FOSL2 | 968 | 4 | Gene | gene | FRA2
24587342 | @GENE_FOS | FOS | 1014 | 3 | Gene | gene | Fos
24587342 | @GENE_FOS | FOS | 1067 | 4 | Gene | gene | AP-1
24587342 | @DISEASE_Neoplasms | Neoplasms | 1171 | 7 | Disease | disease | tumours
24587342 | @GENE_FOSL2 | FOSL2 | 1293 | 4 | Gene | gene | FRA2
24587342 | @GENE_FOSL2 | FOSL2 | 1335 | 4 | Gene | gene | FRA2
24587342 | @GENE_FOSL2 | FOSL2 | 1544 | 4 | Gene | gene | FRA2
24587342 | @GENE_IL2 | IL2 | 1565 | 4 | Gene | gene | IL-2
24587342 | @GENE_CD4 | CD4 | 1583 | 3 | Gene | gene | CD4
24587342 | @GENE_STAT5A | STAT5A | 1610 | 5 | Gene | gene | STAT5
24587342 | @GENE_PAGR1 | PAGR1 | 1625 | 3 | Gene | gene | GAS
24587342 | @GENE_FOSL2 | FOSL2 | 1664 | 4 | Gene | gene | FRA2
24587342 | @GENE_IL2 | IL2 | 1704 | 4 | Gene | gene | IL-2
24587342 | @GENE_STAT5A | STAT5A | 1717 | 5 | Gene | gene | STAT5
24587342 | @GENE_JAK3 | JAK3 | 1788 | 4 | Gene | gene | JAK3
24587342 | @CHEMICAL_R333 | R333 | 1804 | 4 | Chemical | chemical | R333
24587342 | @CHEMICAL_Daclizumab | Daclizumab | 1813 | 10 | Chemical | chemical | Daclizumab
24587342 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1851 | 3 | Gene | gene | TCR
24587342 | @GENE_FOSL2 | FOSL2 | 1911 | 4 | Gene | gene | FRA2
24587342 | @GENE_STAT5A | STAT5A | 1927 | 5 | Gene | gene | STAT5
24587342 | @GENE_IL2 | IL2 | 1959 | 4 | Gene | gene | IL-2
24587342 | @GENE_CD4 | CD4 | 1977 | 3 | Gene | gene | CD4
24607275 | @GENE_STAT3 | STAT3 | 14 | 5 | Gene | gene | STAT3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 34 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_JAK3 | JAK3 | 89 | 4 | Gene | gene | JAK3
24607275 | @GENE_STAT3 | STAT3 | 98 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 136 | 5 | Gene | gene | STAT3
24607275 | @DISEASE_Neoplasms | Neoplasms | 151 | 7 | Disease | disease | cancers
24607275 | @DISEASE_Neoplasms | Neoplasms | 209 | 6 | Disease | disease | cancer
24607275 | @GENE_STAT3 | STAT3 | 233 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 399 | 5 | Gene | gene | STAT3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 458 | 8 | Chemical | chemical | KT-18618
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 468 | 98 | Chemical | chemical | (Z)-N-(4-chlorophenyl)-N-methyl-2-[1,3,3,3,-tetrafluoro-2-(thiophen-2-yl)prop-1-enyloxy]-acetamide
24607275 | @GENE_STAT3 | STAT3 | 613 | 5 | Gene | gene | STAT3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 628 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_STAT3 | STAT3 | 647 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 691 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 732 | 5 | Gene | gene | STAT3
24607275 | @GENE_SRC | SRC | 863 | 5 | Gene | gene | c-Src
24607275 | @GENE_STAT3 | STAT3 | 879 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 1008 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 1083 | 5 | Gene | gene | STAT3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1108 | 8 | Chemical | chemical | KT-18618
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1251 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_JAK3 | JAK3 | 1274 | 4 | Gene | gene | JAK3
24607275 | @GENE_STAT3 | STAT3 | 1279 | 5 | Gene | gene | STAT3
24607275 | @GENE_JAK3 | JAK3 | 1308 | 4 | Gene | gene | JAK3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1353 | 8 | Chemical | chemical | KT-18618
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1377 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_JAK3 | JAK3 | 1395 | 4 | Gene | gene | JAK3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1430 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_JAK3 | JAK3 | 1449 | 4 | Gene | gene | JAK3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1556 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_JAK3 | JAK3 | 1574 | 4 | Gene | gene | JAK3
24607275 | @GENE_JAK3 | JAK3 | 1606 | 4 | Gene | gene | JAK3
24607275 | @GENE_STAT3 | STAT3 | 1611 | 5 | Gene | gene | STAT3
24607275 | @GENE_STAT3 | STAT3 | 1663 | 5 | Gene | gene | STAT3
24607275 | @CHEMICAL_KT_18618 | KT-18618 | 1686 | 8 | Chemical | chemical | KT-18618
24607275 | @GENE_JAK3 | JAK3 | 1725 | 4 | Gene | gene | JAK3
24607275 | @GENE_STAT3 | STAT3 | 1730 | 5 | Gene | gene | STAT3
26279433 | @GENE_JAK3 | Jak3 | 10 | 14 | Gene | gene | Janus Kinase 3
26279433 | @GENE_JAK3 | Jak3 | 150 | 14 | Gene | gene | Janus kinase 3
26279433 | @GENE_JAK3 | Jak3 | 166 | 4 | Gene | gene | JAK3
26279433 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 574 | 3 | Chemical | chemical | ATP
26279433 | @GENE_CXCR4 | Cxcr4 | 605 | 5 | Gene | gene | CXCR4
26279433 | @GENE_CXCL12 | Cxcl12 | 618 | 6 | Gene | gene | CXCL12
26279433 | @GENE_JAK3 | Jak3 | 662 | 4 | Gene | gene | JAK3
26279433 | @CHEMICAL_Fura_2 | Fura-2 | 728 | 6 | Chemical | chemical | Fura-2
26279433 | @GENE_JAK3 | Jak3 | 892 | 4 | Gene | gene | JAK3
26279433 | @GENE_JAK3 | Jak3 | 907 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 937 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 1002 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 1016 | 4 | Gene | gene | jak3
26279433 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 1043 | 3 | Chemical | chemical | ATP
26279433 | @GENE_JAK3 | Jak3 | 1204 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 1226 | 4 | Gene | gene | jak3
26279433 | @GENE_CXCL12 | Cxcl12 | 1241 | 6 | Gene | gene | CXCL12
26279433 | @GENE_JAK3 | Jak3 | 1394 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 1416 | 4 | Gene | gene | jak3
26279433 | @CHEMICAL_Inositol_1_4_5_Trisphosphate | Inositol 1 4 5-Trisphosphate | 1516 | 3 | Chemical | chemical | IP3
26279433 | @GENE_CXCL12 | Cxcl12 | 1555 | 6 | Gene | gene | CXCL12
26279433 | @GENE_JAK3 | Jak3 | 1599 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 1622 | 4 | Gene | gene | jak3
26279433 | @CHEMICAL_Thapsigargin | Thapsigargin | 1706 | 12 | Chemical | chemical | thapsigargin
26279433 | @CHEMICAL_Thapsigargin | Thapsigargin | 1951 | 12 | Chemical | chemical | thapsigargin
26279433 | @GENE_JAK3 | Jak3 | 2151 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 2173 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 2204 | 4 | Gene | gene | jak3
26279433 | @CHEMICAL_WHI_P154 | WHI P154 | 2237 | 8 | Chemical | chemical | WHI-P154
26279433 | @CHEMICAL_Thapsigargin | Thapsigargin | 2309 | 12 | Chemical | chemical | thapsigargin
26279433 | @GENE_JAK3 | Jak3 | 2638 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 2660 | 4 | Gene | gene | jak3
26279433 | @GENE_JAK3 | Jak3 | 2688 | 4 | Gene | gene | JAK3
27002119 | @GENE_IL4 | IL4 | 0 | 4 | Gene | gene | IL-4
27002119 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 56 | 3 | Disease | disease | CLL
27002119 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 159 | 28 | Disease | disease | chronic lymphocytic leukemia
