24631022 | @CHEMICAL_galiellalactone | galiellalactone | 22 | 15 | Chemical | chemical | galiellalactone
29501729 | @GENE_JAK2 | JAK2 | 410 | 4 | Gene | gene | JAK2
29501729 | @GENE_STAT6 | STAT6 | 415 | 5 | Gene | gene | STAT6
29501729 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 477 | 4 | Disease | disease | PMBL
29501729 | @GENE_XPO1 | XPO1 | 515 | 4 | Gene | gene | XPO1
29501729 | @GENE_XPO1 | XPO1 | 534 | 10 | Gene | gene | exportin 1
29501729 | @VARIANT_p.E571K_XPO1_human | p.E571K | 618 | 7 | Variant | variant | p.E571K
29501729 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 643 | 4 | Disease | disease | PMBL
29501729 | @GENE_STAT6 | STAT6 | 686 | 5 | Gene | gene | STAT6
29501729 | @GENE_XPO1 | XPO1 | 712 | 4 | Gene | gene | XPO1
29501729 | @GENE_STAT6 | STAT6 | 726 | 5 | Gene | gene | STAT6
29501729 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 790 | 4 | Disease | disease | PMBL
29501729 | @GENE_STAT6 | STAT6 | 895 | 5 | Gene | gene | STAT6
29501729 | @GENE_XPO1 | XPO1 | 907 | 4 | Gene | gene | XPO1
29501729 | @GENE_STAT6 | STAT6 | 986 | 5 | Gene | gene | STAT6
29501729 | @GENE_XPO1 | XPO1 | 1003 | 4 | Gene | gene | XPO1
29501729 | @GENE_STAT6 | STAT6 | 1027 | 5 | Gene | gene | STAT6
29501729 | @VARIANT_p.E571K_XPO1_human | p.E571K | 1086 | 5 | Variant | variant | E571K
29501729 | @GENE_XPO1 | XPO1 | 1100 | 4 | Gene | gene | XPO1
29679717 | @GENE_STAT3 | STAT3 | 0 | 6 | Gene | gene | STAT-3
29679717 | @GENE_CXCR4 | CXCR4 | 21 | 5 | Gene | gene | CXCR4
29679717 | @CHEMICAL_icaritin | icaritin | 64 | 8 | Chemical | chemical | Icaritin
29679717 | @DISEASE_Osteoporosis | Osteoporosis | 246 | 12 | Disease | disease | osteoporosis
29679717 | @DISEASE_Osteoporotic_Fractures | Osteoporotic Fractures | 278 | 12 | Disease | disease | osteoporotic
29679717 | @DISEASE_Bone_Diseases | Bone Diseases | 485 | 9 | Disease | disease | bone loss
29679717 | @DISEASE_Osteoporosis | Osteoporosis | 499 | 12 | Disease | disease | osteoporosis
29679717 | @CHEMICAL_icaritin | icaritin | 553 | 8 | Chemical | chemical | Icaritin
29679717 | @CHEMICAL_icaritin | icaritin | 563 | 3 | Chemical | chemical | ICT
29679717 | @DISEASE_Bone_Diseases_Metabolic | Bone Diseases Metabolic | 633 | 23 | Disease | disease | metabolic bone diseases
29679717 | @CHEMICAL_icaritin | icaritin | 728 | 3 | Chemical | chemical | ICT
29679717 | @CHEMICAL_icaritin | icaritin | 876 | 3 | Chemical | chemical | ICT
29679717 | @GENE_CXCL12 | CXCL12 | 922 | 29 | Gene | gene | stromal cell-derived factor-1
29679717 | @GENE_CXCL12 | CXCL12 | 953 | 5 | Gene | gene | SDF-1
29679717 | @GENE_STAT3 | STAT3 | 1017 | 52 | Gene | gene | signal transduction activator transcription factor 3
29679717 | @GENE_STAT3 | STAT3 | 1071 | 6 | Gene | gene | STAT-3
29679717 | @GENE_CXCR4 | CXCR4 | 1194 | 5 | Gene | gene | CXCR4
29679717 | @CHEMICAL_icaritin | icaritin | 1308 | 3 | Chemical | chemical | ICT
29679717 | @DISEASE_Osteoporosis | Osteoporosis | 1348 | 12 | Disease | disease | osteoporosis
29679717 | @DISEASE_Fragile_X_Syndrome | Fragile X Syndrome | 1365 | 19 | Disease | disease | fragility fractures
29925658 | @GENE_STAT1 | STAT1 | 128 | 5 | Gene | gene | STAT1
29925658 | @GENE_IFNA1 | IFNA1 | 267 | 3 | Gene | gene | IFN
29925658 | @GENE_KPNA1 | KPNA1 | 475 | 15 | Gene | gene | importin-alpha5
29925658 | @DISEASE_Infections | Infections | 588 | 9 | Disease | disease | infection
29925658 | @GENE_XPO1 | XPO1 | 680 | 4 | Gene | gene | CRM1
29925658 | @VARIANT_p.P718S_STAT1_human | p.P718S | 1005 | 5 | Variant | variant | P718S
29925658 | @GENE_STAT1 | STAT1 | 1302 | 5 | Gene | gene | STAT1
29925658 | @GENE_STAT1 | STAT1 | 1416 | 5 | Gene | gene | STAT1
29925658 | @GENE_KPNA1 | KPNA1 | 1446 | 15 | Gene | gene | importin-alpha5
29925658 | @GENE_XPO1 | XPO1 | 1483 | 4 | Gene | gene | CRM1
29925658 | @GENE_STAT1 | STAT1 | 1586 | 5 | Gene | gene | STAT1
29925658 | @GENE_IFNA1 | IFNA1 | 1806 | 3 | Gene | gene | IFN
29925658 | @GENE_IFNA1 | IFNA1 | 1910 | 3 | Gene | gene | IFN
29925658 | @GENE_STAT1 | STAT1 | 1958 | 16 | Gene | gene | STAT1.IMPORTANCE
29925658 | @DISEASE_Infections | Infections | 2130 | 9 | Disease | disease | infection
29925658 | @DISEASE_Fever | Fever | 2156 | 5 | Disease | disease | fever
29925658 | @DISEASE_Exanthema | Exanthema | 2163 | 4 | Disease | disease | rash
29925658 | @DISEASE_Arthralgia | Arthralgia | 2198 | 10 | Disease | disease | arthralgia
29925658 | @DISEASE_Chikungunya_Fever | Chikungunya Fever | 2405 | 13 | Disease | disease | CHIKV disease
29925658 | @GENE_IFNA1 | IFNA1 | 2424 | 3 | Gene | gene | IFN
29925658 | @GENE_IFNA1 | IFNA1 | 2703 | 3 | Gene | gene | IFN
29925658 | @GENE_IFNA1 | IFNA1 | 2781 | 3 | Gene | gene | IFN
30283452 | @GENE_CXCL12 | CXCL12 | 53 | 6 | Gene | gene | CXCL12
30283452 | @GENE_HMGB1 | HMGB1 | 60 | 5 | Gene | gene | HMGB1
30283452 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 76 | 20 | Disease | disease | Rheumatoid Arthritis
30283452 | @GENE_HMGB1 | HMGB1 | 201 | 5 | Gene | gene | HMGB1
30283452 | @GENE_CXCL12 | CXCL12 | 246 | 6 | Gene | gene | CXCL12
30283452 | @GENE_CXCR4 | CXCR4 | 297 | 18 | Gene | gene | chemokine receptor
30283452 | @GENE_CXCR4 | CXCR4 | 316 | 5 | Gene | gene | CXCR4
30283452 | @GENE_TLR2 | TLR2 | 381 | 4 | Gene | gene | TLR2
30283452 | @GENE_TLR4 | TLR4 | 389 | 4 | Gene | gene | TLR4
30283452 | @GENE_CXCL12 | CXCL12 | 509 | 6 | Gene | gene | CXCL12
30283452 | @GENE_HMGB1 | HMGB1 | 516 | 5 | Gene | gene | HMGB1
30283452 | @DISEASE_Inflammation | Inflammation | 559 | 20 | Disease | disease | chronic inflammation
30283452 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 615 | 23 | Chemical | chemical | reactive oxygen species
30283452 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 712 | 20 | Disease | disease | Rheumatoid Arthritis
30283452 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 734 | 2 | Disease | disease | RA
30283452 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 798 | 2 | Disease | disease | RA
30283452 | @GENE_HMGB1 | HMGB1 | 861 | 5 | Gene | gene | HMGB1
30283452 | @GENE_CXCL12 | CXCL12 | 878 | 6 | Gene | gene | CXCL12
30283452 | @GENE_COX2 | COX2 | 1056 | 4 | Gene | gene | COX2
30283452 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1153 | 2 | Disease | disease | RA
30283452 | @GENE_TXN | TXN | 1183 | 11 | Gene | gene | thioredoxin
30283452 | @GENE_TXN | TXN | 1402 | 11 | Gene | gene | thioredoxin
30283452 | @DISEASE_Inflammation | Inflammation | 1456 | 12 | Disease | disease | inflammation
30283452 | @CHEMICAL_Dinoprostone | Dinoprostone | 1470 | 16 | Chemical | chemical | Prostaglandin E2
30283452 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1608 | 2 | Disease | disease | RA
30283452 | @GENE_HMGB1 | HMGB1 | 1719 | 5 | Gene | gene | HMGB1
30283452 | @DISEASE_Inflammation | Inflammation | 1784 | 12 | Disease | disease | inflammatory
30283452 | @DISEASE_Inflammation | Inflammation | 1910 | 12 | Disease | disease | inflammation
30283452 | @DISEASE_Inflammation | Inflammation | 1986 | 23 | Disease | disease | inflammatory conditions
31301483 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 39 | 11 | Disease | disease | lung cancer
31301483 | @DISEASE_Neoplasms | Neoplasms | 87 | 7 | Disease | disease | cancers
31301483 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 96 | 11 | Disease | disease | lung cancer
31301483 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 239 | 11 | Disease | disease | lung cancer
31301483 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 409 | 11 | Disease | disease | lung cancer
31301483 | @GENE_ZHX2 | ZHX2 | 714 | 3 | Gene | gene | RAF
31301483 | @GENE_MAP2K7 | MAP2K7 | 718 | 3 | Gene | gene | MEK
31301483 | @GENE_AKT1 | AKT1 | 728 | 3 | Gene | gene | AKT
31301483 | @GENE_CTNNB1 | CTNNB1 | 739 | 9 | Gene | gene | B-catenin
31301483 | @GENE_HNF4A | HNF4A | 749 | 4 | Gene | gene | TCF/
31301483 | @GENE_IGF1R | IGF1R | 798 | 4 | Gene | gene | IGFR
31301483 | @GENE_EGFR | EGFR | 804 | 4 | Gene | gene | EGFR
31301483 | @GENE_KDR | KDR | 816 | 5 | Gene | gene | VEGFR
31301483 | @GENE_CXCR4 | CXCR4 | 823 | 5 | Gene | gene | CXCR4
31301483 | @GENE_SLTM | SLTM | 830 | 3 | Gene | gene | MET
31301483 | @GENE_NOTCH1 | NOTCH1 | 846 | 6 | Gene | gene | NOTCH1
31301483 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1143 | 11 | Disease | disease | lung cancer
31372333 | @GENE_CXCR4 | CXCR4 | 12 | 5 | Gene | gene | CXCR4
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 21 | 16 | Disease | disease | multiple myeloma
31372333 | @GENE_CXCR4 | CXCR4 | 82 | 5 | Gene | gene | CXCR4
31372333 | @GENE_CXCL12 | CXCL12 | 154 | 6 | Gene | gene | CXCL12
31372333 | @GENE_CXCR4 | CXCR4 | 206 | 5 | Gene | gene | CXCR4
31372333 | @GENE_CXCL12 | CXCL12 | 212 | 6 | Gene | gene | CXCL12
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 310 | 16 | Disease | disease | multiple myeloma
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 328 | 2 | Disease | disease | MM
31372333 | @GENE_CXCR4 | CXCR4 | 364 | 5 | Gene | gene | CXCR4
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 383 | 2 | Disease | disease | MM
31372333 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 485 | 10 | Disease | disease | metastasis
31372333 | @GENE_CXCR4 | CXCR4 | 506 | 5 | Gene | gene | CXCR4
31372333 | @DISEASE_Neoplasms | Neoplasms | 573 | 5 | Disease | disease | tumor
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 589 | 2 | Disease | disease | MM
31372333 | @GENE_CXCR4 | CXCR4 | 703 | 5 | Gene | gene | CXCR4
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 754 | 2 | Disease | disease | MM
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 885 | 2 | Disease | disease | MM
31372333 | @DISEASE_Neoplasms | Neoplasms | 914 | 5 | Disease | disease | tumor
31372333 | @GENE_CXCR4 | CXCR4 | 943 | 5 | Gene | gene | CXCR4
31372333 | @GENE_CXCR4 | CXCR4 | 1050 | 5 | Gene | gene | CXCR4
31372333 | @GENE_CXCR4 | CXCR4 | 1183 | 5 | Gene | gene | CXCR4
31372333 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1254 | 2 | Disease | disease | MM
31575039 | @GENE_STAT3 | STAT3 | 0 | 5 | Gene | gene | STAT3
31575039 | @GENE_STAT1 | STAT1 | 100 | 5 | Gene | gene | STAT1
31575039 | @GENE_STAT3 | STAT3 | 107 | 50 | Gene | gene | Signal transducer and activator of transcription 3
31575039 | @GENE_STAT3 | STAT3 | 159 | 5 | Gene | gene | STAT3
31575039 | @DISEASE_Inflammation | Inflammation | 209 | 12 | Disease | disease | inflammation
31575039 | @GENE_STAT3 | STAT3 | 376 | 5 | Gene | gene | STAT3
31575039 | @DISEASE_Inflammation | Inflammation | 419 | 12 | Disease | disease | inflammatory
31575039 | @GENE_STAT3 | STAT3 | 457 | 5 | Gene | gene | STAT3
31575039 | @GENE_KPNA1 | KPNA1 | 603 | 14 | Gene | gene | importin alpha
31575039 | @GENE_KPNA1 | KPNA1 | 652 | 5 | Gene | gene | KPNA1
31575039 | @GENE_STAT1 | STAT1 | 680 | 5 | Gene | gene | STAT1
31575039 | @GENE_STAT3 | STAT3 | 690 | 5 | Gene | gene | STAT3
31575039 | @GENE_STAT3 | STAT3 | 763 | 5 | Gene | gene | STAT3
31575039 | @GENE_STAT1 | STAT1 | 783 | 5 | Gene | gene | STAT1
31575039 | @GENE_KPNA1 | KPNA1 | 818 | 5 | Gene | gene | KPNA1
31575039 | @DISEASE_Infections | Infections | 829 | 9 | Disease | disease | infection
31575039 | @GENE_STAT3 | STAT3 | 880 | 5 | Gene | gene | STAT3
31575039 | @DISEASE_Infections | Infections | 965 | 9 | Disease | disease | infection
31575039 | @GENE_STAT3 | STAT3 | 1062 | 5 | Gene | gene | STAT3
31575039 | @DISEASE_Inflammation | Inflammation | 1098 | 12 | Disease | disease | inflammation
31575039 | @DISEASE_Infections | Infections | 1176 | 9 | Disease | disease | infection
31629729 | @GENE_CAV1 | CAV1 | 0 | 10 | Gene | gene | Caveolin-1
31629729 | @DISEASE_Fibrosis | Fibrosis | 58 | 13 | Disease | disease | lung fibrosis
31629729 | @GENE_CAV1 | CAV1 | 393 | 10 | Gene | gene | caveolin-1
31629729 | @GENE_TGFB1 | TGFB1 | 474 | 9 | Gene | gene | TGF-beta1
31629729 | @DISEASE_Fibrosis | Fibrosis | 487 | 13 | Disease | disease | lung fibrosis
31629729 | @DISEASE_Idiopathic_Pulmonary_Fibrosis | Idiopathic Pulmonary Fibrosis | 533 | 29 | Disease | disease | idiopathic pulmonary fibrosis
31629729 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 564 | 18 | Disease | disease | systemic sclerosis
31629729 | @DISEASE_Lung_Diseases_Interstitial | Lung Diseases Interstitial | 594 | 25 | Disease | disease | interstitial lung disease
31629729 | @GENE_CAV1 | CAV1 | 660 | 10 | Gene | gene | Caveolin-1
31629729 | @GENE_TGFB1 | TGFB1 | 785 | 9 | Gene | gene | TGF-beta1
31629729 | @GENE_CAV1 | CAV1 | 838 | 10 | Gene | gene | caveolin-1
31629729 | @DISEASE_Fibrosis | Fibrosis | 879 | 13 | Disease | disease | lung fibrosis
31629729 | @DISEASE_Fibrosis | Fibrosis | 937 | 13 | Disease | disease | lung fibrosis
31629729 | @GENE_CAV1 | CAV1 | 978 | 10 | Gene | gene | caveolin-1
31629729 | @GENE_MAPK8 | MAPK8 | 1026 | 3 | Gene | gene | JNK
31629729 | @GENE_IL4 | IL4 | 1041 | 4 | Gene | gene | IL-4
31629729 | @GENE_STAT3 | STAT3 | 1047 | 6 | Gene | gene | STAT-3
31629729 | @GENE_CXCR4 | CXCR4 | 1067 | 5 | Gene | gene | CXCR4
31629729 | @GENE_CXCL12 | CXCL12 | 1078 | 6 | Gene | gene | CXCL12
31629729 | @DISEASE_Fibrosis | Fibrosis | 1197 | 13 | Disease | disease | lung fibrosis
32119183 | @GENE_CXCR4 | Cxcr4 | 0 | 32 | Gene | gene | C-X-C motif chemokine receptor 4
32119183 | @DISEASE_Fibrosis | Fibrosis | 44 | 14 | Disease | disease | renal fibrosis
32119183 | @GENE_GSK3B | GSK3B | 87 | 8 | Gene | gene | GSK3beta
32119183 | @GENE_CTNNB1 | CTNNB1 | 96 | 12 | Gene | gene | beta-catenin
32119183 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 118 | 22 | Disease | disease | Chronic kidney disease
32119183 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 142 | 3 | Disease | disease | CKD
32119183 | @DISEASE_Fibrosis | Fibrosis | 180 | 14 | Disease | disease | Renal fibrosis
32119183 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 250 | 3 | Disease | disease | CKD
32119183 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 337 | 3 | Disease | disease | CKD
32119183 | @GENE_CXCR4 | CXCR4 | 437 | 32 | Gene | gene | C-X-C motif chemokine receptor 4
32119183 | @GENE_CXCR4 | CXCR4 | 471 | 5 | Gene | gene | CXCR4
32119183 | @GENE_CTNNB1 | CTNNB1 | 482 | 12 | Gene | gene | beta-catenin
32119183 | @DISEASE_Fibrosis | Fibrosis | 540 | 14 | Disease | disease | renal fibrosis
32119183 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 559 | 3 | Disease | disease | CKD
32119183 | @DISEASE_Kidney_Diseases | Kidney Diseases | 597 | 13 | Disease | disease | nephropathies
32119183 | @GENE_CXCR4 | Cxcr4 | 612 | 5 | Gene | gene | CXCR4
32119183 | @GENE_CTNNB1 | Ctnnb1 | 693 | 12 | Gene | gene | beta-catenin
32119183 | @GENE_CXCR4 | CXCR4 | 707 | 5 | Gene | gene | CXCR4
32119183 | @GENE_CTNNB1 | CTNNB1 | 779 | 12 | Gene | gene | beta-catenin
32119183 | @GENE_MMP7 | MMP7 | 799 | 5 | Gene | gene | MMP-7
32119183 | @CHEMICAL_plerixafor | plerixafor | 806 | 7 | Chemical | chemical | AMD3100
32119183 | @GENE_CXCR4 | CXCR4 | 863 | 5 | Gene | gene | CXCR4
32119183 | @GENE_CTNNB1 | CTNNB1 | 924 | 12 | Gene | gene | beta-catenin
32119183 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 967 | 14 | Disease | disease | tubular injury
32119183 | @DISEASE_Fibrosis | Fibrosis | 986 | 14 | Disease | disease | renal fibrosis
32119183 | @GENE_CXCR4 | CXCR4 | 1002 | 5 | Gene | gene | CXCR4
32119183 | @DISEASE_Fibrosis | Fibrosis | 1016 | 14 | Disease | disease | renal fibrosis
32119183 | @CHEMICAL_ICG_001 | ICG 001 | 1063 | 7 | Chemical | chemical | ICG-001
32119183 | @GENE_CTNNB1 | CTNNB1 | 1088 | 12 | Gene | gene | beta-catenin
32119183 | @GENE_CXCR4 | CXCR4 | 1147 | 5 | Gene | gene | CXCR4
32119183 | @GENE_CTNNB1 | CTNNB1 | 1175 | 12 | Gene | gene | beta-catenin
32119183 | @CHEMICAL_ICG_001 | ICG 001 | 1250 | 7 | Chemical | chemical | ICG-001
32119183 | @GENE_CXCR4 | CXCR4 | 1315 | 5 | Gene | gene | CXCR4
32119183 | @GENE_JAK2 | JAK2 | 1351 | 4 | Gene | gene | JAK2
32119183 | @GENE_STAT3 | STAT3 | 1356 | 5 | Gene | gene | STAT3
32119183 | @GENE_JAK3 | JAK3 | 1366 | 4 | Gene | gene | JAK3
32119183 | @GENE_STAT6 | STAT6 | 1371 | 5 | Gene | gene | STAT6
32119183 | @GENE_STAT3 | STAT3 | 1422 | 5 | Gene | gene | STAT3
32119183 | @GENE_STAT6 | STAT6 | 1431 | 5 | Gene | gene | STAT6
32119183 | @GENE_GSK3B | GSK3B | 1464 | 8 | Gene | gene | GSK3beta
32119183 | @GENE_STAT3 | STAT3 | 1492 | 5 | Gene | gene | STAT3
32119183 | @GENE_STAT6 | STAT6 | 1501 | 5 | Gene | gene | STAT6
32119183 | @GENE_CTNNB1 | CTNNB1 | 1562 | 12 | Gene | gene | beta-catenin
32119183 | @GENE_CXCR4 | CXCR4 | 1655 | 5 | Gene | gene | CXCR4
32119183 | @GENE_CTNNB1 | CTNNB1 | 1665 | 12 | Gene | gene | beta-catenin
32119183 | @DISEASE_Fibrosis | Fibrosis | 1692 | 14 | Disease | disease | renal fibrosis
32119183 | @GENE_GSK3B | GSK3B | 1736 | 8 | Gene | gene | GSK3beta
32119183 | @GENE_CXCR4 | CXCR4 | 1807 | 5 | Gene | gene | CXCR4
32119183 | @DISEASE_Fibrosis | Fibrosis | 1855 | 14 | Disease | disease | renal fibrosis
32733468 | @DISEASE_Arthritis | Arthritis | 51 | 22 | Disease | disease | Inflammatory Arthritis
32733468 | @DISEASE_Inflammation | Inflammation | 217 | 12 | Disease | disease | inflammation
32733468 | @DISEASE_Infections | Infections | 234 | 9 | Disease | disease | infection
32733468 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 357 | 19 | Disease | disease | autoimmune diseases
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 478 | 10 | Disease | disease | Rheumatoid
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 490 | 2 | Disease | disease | RA
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 506 | 19 | Disease | disease | Psoriatic arthritis
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 527 | 3 | Disease | disease | PsA
32733468 | @GENE_CD209 | CD209 | 592 | 5 | Gene | gene | CD209
32733468 | @GENE_CD14 | CD14 | 662 | 4 | Gene | gene | CD14
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 688 | 2 | Disease | disease | RA
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 703 | 3 | Disease | disease | PsA
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 754 | 2 | Disease | disease | RA
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 808 | 3 | Disease | disease | PsA
32733468 | @GENE_CD40 | CD40 | 953 | 4 | Gene | gene | CD40
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1102 | 3 | Disease | disease | PsA
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 1110 | 2 | Disease | disease | RA
32733468 | @GENE_CD14 | CD14 | 1113 | 4 | Gene | gene | CD14
32733468 | @GENE_CCR7 | CCR7 | 1192 | 4 | Gene | gene | CCR7
32733468 | @GENE_CXCR4 | CXCR4 | 1201 | 5 | Gene | gene | CXCR4
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1219 | 3 | Disease | disease | PsA
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 1227 | 2 | Disease | disease | RA
32733468 | @GENE_CD14 | CD14 | 1243 | 4 | Gene | gene | CD14
32733468 | @DISEASE_Inflammation | Inflammation | 1270 | 12 | Disease | disease | inflammation
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1337 | 3 | Disease | disease | PsA
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 1345 | 2 | Disease | disease | RA
32733468 | @GENE_CXCR3 | CXCR3 | 1384 | 5 | Gene | gene | CXCR3
32733468 | @GENE_CXCR5 | CXCR5 | 1394 | 5 | Gene | gene | CXCR5
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 1403 | 2 | Disease | disease | RA
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1423 | 4 | Disease | disease | PsA.
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 1458 | 2 | Disease | disease | RA
32733468 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1574 | 3 | Disease | disease | PsA
32733468 | @CHEMICAL_tofacitinib | tofacitinib | 1634 | 11 | Chemical | chemical | Tofacitinib
32733468 | @GENE_CD209 | CD209 | 1701 | 5 | Gene | gene | CD209
32733468 | @GENE_CD40 | CD40 | 1711 | 4 | Gene | gene | CD40
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 1738 | 2 | Disease | disease | RA
32733468 | @CHEMICAL_tofacitinib | tofacitinib | 1793 | 11 | Chemical | chemical | Tofacitinib
32733468 | @GENE_NOX5 | NOX5 | 1871 | 4 | Gene | gene | NOX5
32733468 | @GENE_CYBB | CYBB | 1880 | 4 | Gene | gene | NOX2
32733468 | @GENE_NOX5 | NOX5 | 1914 | 4 | Gene | gene | NOX5
32733468 | @GENE_CYBB | CYBB | 1939 | 4 | Gene | gene | NOX2
32733468 | @GENE_NOX5 | NOX5 | 1973 | 4 | Gene | gene | NOX5
32733468 | @DISEASE_IgA_Vasculitis | IgA Vasculitis | 2019 | 2 | Disease | disease | RA
32733468 | @GENE_NOX5 | NOX5 | 2241 | 4 | Gene | gene | NOX5
32733468 | @CHEMICAL_tofacitinib | tofacitinib | 2305 | 11 | Chemical | chemical | Tofacitinib
32824665 | @DISEASE_Henipavirus_Infections | Henipavirus Infections | 65 | 21 | Disease | disease | Henipavirus Infection
32824665 | @GENE_IFNA1 | IFNA1 | 674 | 10 | Gene | gene | interferon
32824665 | @GENE_IFNA1 | IFNA1 | 686 | 3 | Gene | gene | IFN
32824665 | @GENE_IRF3 | IRF3 | 755 | 5 | Gene | gene | IRF-3
32824665 | @GENE_IFNA1 | IFNA1 | 765 | 3 | Gene | gene | IFN
32824665 | @GENE_IFNA1 | IFNA1 | 932 | 3 | Gene | gene | IFN
32824665 | @GENE_KPNA1 | KPNA1 | 1059 | 14 | Gene | gene | importin-alpha
32824665 | @GENE_IMPA1 | IMPA1 | 1075 | 8 | Gene | gene | Impalpha
32824665 | @DISEASE_Henipavirus_Infections | Henipavirus Infections | 1290 | 11 | Disease | disease | henipavirus
32979938 | @DISEASE_COVID_19 | COVID-19 | 152 | 24 | Disease | disease | coronavirus disease 2019
32979938 | @DISEASE_COVID_19 | COVID-19 | 178 | 8 | Disease | disease | COVID-19
32979938 | @GENE_ORF1AB | ORF1ab | 481 | 4 | Gene | gene | nsp6
32979938 | @GENE_TBK1 | TBK1 | 493 | 21 | Gene | gene | TANK binding kinase 1
32979938 | @GENE_TBK1 | TBK1 | 516 | 4 | Gene | gene | TBK1
32979938 | @GENE_IRF3 | IRF3 | 534 | 30 | Gene | gene | interferon regulatory factor 3
32979938 | @GENE_IRF3 | IRF3 | 566 | 4 | Gene | gene | IRF3
32979938 | @GENE_TBK1 | TBK1 | 612 | 4 | Gene | gene | TBK1
32979938 | @GENE_ORF6 | ORF6 | 660 | 4 | Gene | gene | ORF6
32979938 | @GENE_KPNA2 | KPNA2 | 702 | 5 | Gene | gene | KPNA2
32979938 | @GENE_IRF3 | IRF3 | 720 | 4 | Gene | gene | IRF3
32979938 | @GENE_STAT1 | STAT1 | 836 | 50 | Gene | gene | signal transducer and activator of transcription 1
