35408447 | @GENE_AGTR1 | AGTR1 | 32 | 4 | Gene | gene | AT1R
36064077 | @DISEASE_Pulmonary_Embolism | Pulmonary Embolism | 1375 | 37 | Disease | disease | embolic and fibrotic pulmonary injury
36275672 | @DISEASE_COVID_19 | COVID-19 | 234 | 8 | Disease | disease | COVID-19
36275672 | @DISEASE_COVID_19 | COVID-19 | 313 | 8 | Disease | disease | COVID-19
36275672 | @DISEASE_COVID_19 | COVID-19 | 482 | 8 | Disease | disease | COVID-19
36275672 | @GENE_ACE2 | ACE2 | 847 | 4 | Gene | gene | ACE2
36275672 | @GENE_IFNG | IFNG | 1025 | 16 | Gene | gene | interferon gamma
36275672 | @GENE_ACE2 | ACE2 | 1113 | 4 | Gene | gene | ACE2
36275672 | @GENE_ACE2 | ACE2 | 1255 | 4 | Gene | gene | ACE2
36275672 | @GENE_ACE2 | ACE2 | 1640 | 4 | Gene | gene | ACE2
36275672 | @DISEASE_COVID_19 | COVID-19 | 1908 | 8 | Disease | disease | COVID-19
36275672 | @DISEASE_COVID_19 | COVID-19 | 2143 | 8 | Disease | disease | COVID-19
36464706 | @DISEASE_COVID_19 | COVID-19 | 36 | 8 | Disease | disease | COVID-19
36464706 | @DISEASE_COVID_19 | COVID-19 | 62 | 8 | Disease | disease | COVID-19
36464706 | @DISEASE_COVID_19 | COVID-19 | 200 | 8 | Disease | disease | COVID-19
36464706 | @DISEASE_COVID_19 | COVID-19 | 374 | 8 | Disease | disease | COVID-19
36464706 | @GENE_ORF1AB | ORF1ab | 518 | 4 | Gene | gene | RdRp
36464706 | @GENE_NEWENTRY | NEWENTRY | 527 | 4 | Gene | gene | Mpro
36464706 | @GENE_ACE2 | ACE2 | 572 | 4 | Gene | gene | ACE2
36464706 | @GENE_BTK | BTK | 665 | 3 | Gene | gene | BTK
36464706 | @GENE_NFKB1 | NFKB1 | 670 | 9 | Gene | gene | NF-kappaB
36464706 | @GENE_DFNA34 | DFNA34 | 685 | 5 | Gene | gene | NLRP3
36464706 | @DISEASE_COVID_19 | COVID-19 | 788 | 8 | Disease | disease | COVID-19
36464706 | @CHEMICAL_remdesivir | remdesivir | 1011 | 10 | Chemical | chemical | remdesivir
36464706 | @CHEMICAL_nirmatrelvir_and_ritonavir_drug_combination | nirmatrelvir and ritonavir drug combination | 1026 | 8 | Chemical | chemical | paxlovid
36464706 | @DISEASE_COVID_19 | COVID-19 | 1305 | 8 | Disease | disease | COVID-19
36464706 | @DISEASE_COVID_19 | COVID-19 | 1400 | 8 | Disease | disease | COVID-19
36776826 | @DISEASE_Urogenital_Abnormalities | Urogenital Abnormalities | 49 | 23 | Disease | disease | on genitourinary system
36776826 | @DISEASE_COVID_19 | COVID-19 | 89 | 34 | Disease | disease | coronavirus disease 2019 infection
36776826 | @DISEASE_COVID_19 | COVID-19 | 432 | 24 | Disease | disease | coronavirus disease 2019
36776826 | @DISEASE_COVID_19 | COVID-19 | 458 | 8 | Disease | disease | COVID-19
36776826 | @DISEASE_Organizing_Pneumonia | Organizing Pneumonia | 479 | 18 | Disease | disease | multi-organ damage
36776826 | @DISEASE_Urogenital_Diseases | Urogenital Diseases | 587 | 20 | Disease | disease | genitourinary damage
36776826 | @DISEASE_COVID_19 | COVID-19 | 624 | 18 | Disease | disease | COVID-19 infection
36776826 | @GENE_ACE2 | ACE2 | 794 | 4 | Gene | gene | ACE2
36776826 | @GENE_TMPRSS2 | TMPRSS2 | 800 | 7 | Gene | gene | TMPRSS2
36776826 | @GENE_BSG | BSG | 813 | 5 | Gene | gene | CD147
36776826 | @GENE_BSG | BSG | 820 | 7 | Gene | gene | Basigin
36776826 | @GENE_BSG | BSG | 829 | 3 | Gene | gene | BSG
36776826 | @GENE_ACE2 | ACE2 | 1027 | 4 | Gene | gene | ACE2
36776826 | @GENE_TMPRSS2 | TMPRSS2 | 1033 | 7 | Gene | gene | TMPRSS2
36776826 | @GENE_BSG | BSG | 1042 | 5 | Gene | gene | CD147
36776826 | @CHEMICAL_Testosterone | Testosterone | 1271 | 12 | Chemical | chemical | testosterone
36776826 | @DISEASE_COVID_19 | COVID-19 | 1295 | 8 | Disease | disease | COVID-19
36776826 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1335 | 15 | Disease | disease | prostate cancer
36776826 | @GENE_ACE2 | ACE2 | 1387 | 4 | Gene | gene | ACE2
36776826 | @GENE_TMPRSS2 | TMPRSS2 | 1393 | 7 | Gene | gene | TMPRSS2
36776826 | @GENE_BSG | BSG | 1406 | 5 | Gene | gene | CD147
36776826 | @DISEASE_Neoplasms | Neoplasms | 1513 | 6 | Disease | disease | tumors
36776826 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 1524 | 23 | Disease | disease | chronic kidney diseases
36776826 | @GENE_ACE2 | ACE2 | 1563 | 4 | Gene | gene | ACE2
36776826 | @GENE_TMPRSS2 | TMPRSS2 | 1569 | 7 | Gene | gene | TMPRSS2
36776826 | @GENE_BSG | BSG | 1582 | 5 | Gene | gene | CD147
36776826 | @GENE_CCL2 | CCL2 | 1764 | 4 | Gene | gene | CCL2
36776826 | @GENE_TIMP1 | TIMP1 | 1779 | 5 | Gene | gene | TIMP1
36776826 | @CHEMICAL_Testosterone | Testosterone | 1902 | 12 | Chemical | chemical | testosterone
36776826 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1925 | 15 | Disease | disease | prostate cancer
36776826 | @DISEASE_COVID_19 | COVID-19 | 2083 | 8 | Disease | disease | COVID-19
36776826 | @DISEASE_COVID_19 | COVID-19 | 2320 | 8 | Disease | disease | COVID-19
37243263 | @DISEASE_COVID_19 | COVID-19 | 60 | 20 | Disease | disease | SARS-CoV-2 Infection
37243263 | @DISEASE_Infections | Infections | 207 | 10 | Disease | disease | infections
37243263 | @DISEASE_Infections | Infections | 225 | 10 | Disease | disease | infections
37243263 | @DISEASE_COVID_19 | COVID-19 | 444 | 8 | Disease | disease | COVID-19
37243263 | @DISEASE_COVID_19 | COVID-19 | 613 | 70 | Disease | disease | severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection
37243263 | @DISEASE_COVID_19 | COVID-19 | 747 | 20 | Disease | disease | SARS-CoV-2 infection
37243263 | @GENE_AGO2 | AGO2 | 885 | 4 | Gene | gene | AGO2
37243263 | @GENE_DICER1 | DICER1 | 891 | 6 | Gene | gene | DICER1
37243263 | @GENE_DGCR8 | DGCR8 | 899 | 5 | Gene | gene | DGCR8
37243263 | @GENE_DROSHA | DROSHA | 906 | 6 | Gene | gene | DROSHA
37243263 | @GENE_XPO5 | XPO5 | 918 | 10 | Gene | gene | Exportin-5
37243263 | @GENE_XPO5 | XPO5 | 930 | 4 | Gene | gene | XPO5
37243263 | @DISEASE_COVID_19 | COVID-19 | 1076 | 8 | Disease | disease | COVID-19
37243263 | @GENE_AGO2 | AGO2 | 1205 | 4 | Gene | gene | AGO2
37243263 | @GENE_DICER1 | DICER1 | 1211 | 6 | Gene | gene | DICER1
37243263 | @GENE_DGCR8 | DGCR8 | 1219 | 5 | Gene | gene | DGCR8
37243263 | @GENE_DROSHA | DROSHA | 1226 | 6 | Gene | gene | DROSHA
37243263 | @GENE_XPO5 | XPO5 | 1238 | 4 | Gene | gene | XPO5
37243263 | @DISEASE_COVID_19 | COVID-19 | 1300 | 8 | Disease | disease | COVID-19
37243263 | @DISEASE_COVID_19 | COVID-19 | 1351 | 8 | Disease | disease | COVID-19
37243263 | @DISEASE_COVID_19 | COVID-19 | 1440 | 20 | Disease | disease | SARS-CoV-2 infection
37243263 | @GENE_AGO2 | AGO2 | 1514 | 4 | Gene | gene | AGO2
37243263 | @GENE_DICER1 | DICER1 | 1520 | 6 | Gene | gene | DICER1
37243263 | @GENE_DGCR8 | DGCR8 | 1528 | 5 | Gene | gene | DGCR8
37243263 | @GENE_XPO5 | XPO5 | 1539 | 4 | Gene | gene | XPO5
37243263 | @DISEASE_Infections | Infections | 1593 | 9 | Disease | disease | infection
37243263 | @DISEASE_COVID_19 | COVID-19 | 1727 | 20 | Disease | disease | SARS-CoV-2 infection
37365840 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 56 | 32 | Disease | disease | ischemic cardiovascular diseases
37365840 | @GENE_MAS1L | MAS1L | 90 | 4 | Gene | gene | MasR
37365840 | @DISEASE_Myocardial_Infarction | Myocardial Infarction | 178 | 21 | Disease | disease | myocardial infarction
37365840 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 201 | 27 | Disease | disease | ischemia-reperfusion injury
37365840 | @GENE_AGTR1 | AGTR1 | 290 | 5 | Gene | gene | AT1R.
37365840 | @GENE_TM7SF2 | TM7SF2 | 334 | 7 | Gene | gene | Ang 1-7
37365840 | @GENE_ACE2 | ACE2 | 406 | 4 | Gene | gene | ACE2
37365840 | @GENE_MAS1L | MAS1L | 412 | 4 | Gene | gene | MasR
37365840 | @DISEASE_Ischemia | Ischemia | 439 | 8 | Disease | disease | ischemia
37365840 | @DISEASE_Cardiomyopathies | Cardiomyopathies | 456 | 17 | Disease | disease | myocardial damage
37365840 | @DISEASE_Inflammation | Inflammation | 542 | 12 | Disease | disease | inflammation
37365840 | @DISEASE_Thrombosis | Thrombosis | 588 | 10 | Disease | disease | thrombosis
37365840 | @DISEASE_Plaque_Atherosclerotic | Plaque Atherosclerotic | 616 | 22 | Disease | disease | atherosclerotic plaque
37365840 | @DISEASE_Ventricular_Remodeling | Ventricular Remodeling | 670 | 18 | Disease | disease | cardiac remodeling
37365840 | @DISEASE_Hypertrophy | Hypertrophy | 704 | 11 | Disease | disease | hypertrophy
37365840 | @DISEASE_Fibrosis | Fibrosis | 721 | 8 | Disease | disease | fibrosis
37365840 | @GENE_MAS1L | MAS1L | 778 | 4 | Gene | gene | MasR
37365840 | @CHEMICAL_Blood_Glucose | Blood Glucose | 821 | 13 | Chemical | chemical | blood glucose
37365840 | @CHEMICAL_Lipids | Lipids | 839 | 5 | Chemical | chemical | lipid
37365840 | @DISEASE_Weight_Loss | Weight Loss | 859 | 11 | Disease | disease | weight loss
37365840 | @DISEASE_Coronary_Artery_Disease | Coronary Artery Disease | 924 | 23 | Disease | disease | coronary artery disease
37365840 | @DISEASE_Hypertension | Hypertension | 958 | 12 | Disease | disease | hypertension
37365840 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 972 | 8 | Disease | disease | diabetes
37365840 | @DISEASE_Dyslipidemias | Dyslipidemias | 982 | 12 | Disease | disease | dyslipidemia
37365840 | @DISEASE_Obesity | Obesity | 1000 | 7 | Disease | disease | obesity
37365840 | @GENE_MAS1L | MAS1L | 1061 | 4 | Gene | gene | MasR
37365840 | @DISEASE_Myocardial_Ischemia | Myocardial Ischemia | 1138 | 22 | Disease | disease | ischemic heart disease
37365840 | @CHEMICAL_Acetylcholine | Acetylcholine | 1176 | 13 | Chemical | chemical | Acetylcholine
37365840 | @CHEMICAL_Acetylcholine | Acetylcholine | 1191 | 3 | Chemical | chemical | Ach
37365840 | @GENE_PRKAB1 | PRKAB1 | 1197 | 28 | Gene | gene | AMP-activated protein kinase
37365840 | @GENE_PRKAB1 | PRKAB1 | 1227 | 4 | Gene | gene | AMPK
37365840 | @GENE_ACE | ACE | 1317 | 29 | Gene | gene | Angiotensin-converting enzyme
37365840 | @GENE_ACE | ACE | 1348 | 3 | Gene | gene | ACE
37365840 | @GENE_ACE | ACE | 1354 | 29 | Gene | gene | Angiotensin-converting enzyme
37365840 | @GENE_FOXG1 | FOXG1 | 1412 | 40 | Gene | gene | BF1-RIZ1 homologous domain containing 16
37365840 | @GENE_PRDM16 | PRDM16 | 1454 | 6 | Gene | gene | PRDM16
37365840 | @GENE_CREB1 | CREB1 | 1499 | 37 | Gene | gene | cAMP-response element binding protein
37365840 | @GENE_CREB1 | CREB1 | 1538 | 4 | Gene | gene | CREB
37365840 | @GENE_CAT | CAT | 1545 | 8 | Gene | gene | Catalase
37365840 | @GENE_CAT | CAT | 1555 | 3 | Gene | gene | CAT
37365840 | @GENE_CCL2 | CCL2 | 1561 | 28 | Gene | gene | C-C Motif Chemokine Ligand 2
37365840 | @GENE_CCL2 | CCL2 | 1591 | 4 | Gene | gene | CCL2
37365840 | @GENE_CLCN3 | CLCN3 | 1598 | 18 | Gene | gene | Chloride channel 3
37365840 | @GENE_CLCN3 | CLCN3 | 1618 | 4 | Gene | gene | CIC3
37365840 | @GENE_MAPK8 | MAPK8 | 1625 | 24 | Gene | gene | c-Jun N-terminal kinases
37365840 | @GENE_MAPK8 | MAPK8 | 1651 | 3 | Gene | gene | JNK
37365840 | @GENE_CD36 | CD36 | 1657 | 29 | Gene | gene | Cluster of differentiation 36
37365840 | @GENE_CARTPT | CARTPT | 1695 | 45 | Gene | gene | Cocaine- and amphetamine-regulated transcript
37365840 | @GENE_CARTPT | CARTPT | 1742 | 4 | Gene | gene | CART
37365840 | @GENE_CCN2 | CCN2 | 1749 | 31 | Gene | gene | Connective tissue growth factor
37365840 | @GENE_CCN2 | CCN2 | 1782 | 4 | Gene | gene | CTGF
37365840 | @DISEASE_Coronary_Artery_Disease | Coronary Artery Disease | 1789 | 23 | Disease | disease | Coronary artery disease
37365840 | @DISEASE_Coronary_Artery_Disease | Coronary Artery Disease | 1814 | 3 | Disease | disease | CAD
37365840 | @GENE_CXCL10 | CXCL10 | 1850 | 31 | Gene | gene | C-X-C motif chemokine ligand 10
37365840 | @GENE_CXCL10 | CXCL10 | 1883 | 6 | Gene | gene | CXCL10
37365840 | @GENE_CFTR | CFTR | 1892 | 51 | Gene | gene | Cystic fibrosis transmembrane conductance regulator
37365840 | @GENE_CFTR | CFTR | 1945 | 4 | Gene | gene | CFTR
37365840 | @GENE_NOS3 | NOS3 | 1952 | 33 | Gene | gene | Endothelial nitric oxide synthase
37365840 | @GENE_NOS3 | NOS3 | 1987 | 4 | Gene | gene | eNOS
37365840 | @GENE_MAPK3 | MAPK3 | 1994 | 41 | Gene | gene | Extracellular signal-regulated kinase 1/2
37365840 | @GENE_MAPK3 | MAPK3 | 2037 | 7 | Gene | gene | ERK 1/2
37365840 | @GENE_SLC27A1 | SLC27A1 | 2047 | 28 | Gene | gene | Fatty acid transport protein
37365840 | @GENE_SLC27A1 | SLC27A1 | 2077 | 4 | Gene | gene | FATP
37365840 | @GENE_FGF21 | FGF21 | 2084 | 27 | Gene | gene | Fibroblast growth factor 21
37365840 | @GENE_FGF21 | FGF21 | 2113 | 5 | Gene | gene | FGF21
37365840 | @CHEMICAL_Inositol_1_4_5_Trisphosphate | Inositol 1 4 5-Trisphosphate | 2343 | 3 | Chemical | chemical | IP3
37365840 | @DISEASE_Myocardial_Ischemia | Myocardial Ischemia | 2367 | 22 | Disease | disease | Ischemic heart disease
37365840 | @DISEASE_Myocardial_Ischemia | Myocardial Ischemia | 2391 | 3 | Disease | disease | IHD
37365840 | @GENE_KLF4 | KLF4 | 2417 | 21 | Gene | gene | Kruppel-like factor 4
37365840 | @GENE_KLF4 | KLF4 | 2440 | 4 | Gene | gene | KLF4
37365840 | @GENE_LPL | LPL | 2573 | 18 | Gene | gene | Lipoprotein lipase
37365840 | @GENE_LPL | LPL | 2593 | 3 | Gene | gene | LPL
37365840 | @GENE_MTOR | MTOR | 2673 | 29 | Gene | gene | Mammalian target of rapamycin
37365840 | @GENE_MTOR | MTOR | 2704 | 4 | Gene | gene | mTOR
37365840 | @GENE_DUSP1 | DUSP1 | 2792 | 18 | Gene | gene | MAPK phosphatase-1
37365840 | @GENE_DUSP1 | DUSP1 | 2812 | 5 | Gene | gene | MKP-1
37365840 | @GENE_CCL2 | CCL2 | 2861 | 34 | Gene | gene | Monocyte chemoattractant protein-1
37365840 | @GENE_CCL2 | CCL2 | 2897 | 5 | Gene | gene | MCP-1
37365840 | @GENE_NPFF | NPFF | 2926 | 15 | Gene | gene | Neuropeptide FF
37365840 | @GENE_NPFF | NPFF | 2943 | 4 | Gene | gene | NPFF
37365840 | @GENE_MME | MME | 2950 | 21 | Gene | gene | Neutral endopeptidase
37365840 | @GENE_MME | MME | 2973 | 3 | Gene | gene | NEP
37365840 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 2979 | 12 | Chemical | chemical | Nitric oxide
37365840 | @GENE_PDX1 | PDX1 | 3118 | 34 | Gene | gene | Pancreatic and duodenal homeobox 1
37365840 | @GENE_PDX1 | PDX1 | 3154 | 4 | Gene | gene | Pdx1
37365840 | @GENE_PPARG | PPARG | 3161 | 49 | Gene | gene | Peroxisome proliferator- activated receptor gamma
37365840 | @GENE_PPARG | PPARG | 3212 | 9 | Gene | gene | PPARgamma
37365840 | @CHEMICAL_Epoprostenol | Epoprostenol | 3345 | 4 | Chemical | chemical | PGI2
37365840 | @GENE_PTK2B | PTK2B | 3352 | 16 | Gene | gene | Protein kinase B
37365840 | @GENE_AKT1 | AKT1 | 3370 | 3 | Gene | gene | Akt
37365840 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 3376 | 23 | Chemical | chemical | Reactive oxygen species
37365840 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 3401 | 3 | Chemical | chemical | ROS
37365840 | @GENE_REN | REN | 3407 | 5 | Gene | gene | Renin
37365840 | @GENE_SAA@ | SAA@ | 3477 | 15 | Gene | gene | Serum amyloid A
37365840 | @GENE_SAA@ | SAA@ | 3494 | 3 | Gene | gene | SAA
37365840 | @GENE_SIRT1 | SIRT1 | 3557 | 9 | Gene | gene | Sirtuin 1
37365840 | @GENE_SIRT1 | SIRT1 | 3568 | 5 | Gene | gene | Sirt1
37365840 | @GENE_SLIT3 | SLIT3 | 3576 | 22 | Gene | gene | Slit guidance ligand 3
37365840 | @GENE_SLIT3 | SLIT3 | 3600 | 5 | Gene | gene | Slit3
37365840 | @GENE_TAGLN | TAGLN | 3631 | 9 | Gene | gene | SM22alpha
37365840 | @GENE_SREBF1 | SREBF1 | 3643 | 43 | Gene | gene | Sterol regulatory element-binding protein 1
37365840 | @GENE_SREBF1 | SREBF1 | 3688 | 8 | Gene | gene | SREBP-1c
37365840 | @GENE_SOD1 | SOD1 | 3732 | 20 | Gene | gene | Superoxide dismutase
37365840 | @GENE_SOD1 | SOD1 | 3754 | 3 | Gene | gene | SOD
37365840 | @CHEMICAL_Thiobarbituric_Acid_Reactive_Substances | Thiobarbituric Acid Reactive Substances | 3760 | 39 | Chemical | chemical | Thiobarbituric acid reactive substances
37365840 | @CHEMICAL_Thiobarbituric_Acid_Reactive_Substances | Thiobarbituric Acid Reactive Substances | 3801 | 5 | Chemical | chemical | TBARS
37365840 | @GENE_F3 | F3 | 3809 | 13 | Gene | gene | Tissue factor
37365840 | @GENE_F3 | F3 | 3824 | 2 | Gene | gene | TF
37365840 | @GENE_TLR4 | TLR4 | 3829 | 20 | Gene | gene | Toll-like receptor 4
37365840 | @GENE_TLR4 | TLR4 | 3851 | 4 | Gene | gene | TLR4
37365840 | @GENE_TGFB1 | TGFB1 | 3858 | 32 | Gene | gene | Transforming growth factor beta1
37365840 | @GENE_TGFB1 | TGFB1 | 3892 | 9 | Gene | gene | TGF-beta1
37365840 | @GENE_TNF | TNF | 3904 | 27 | Gene | gene | Tumor necrosis factor alpha
37365840 | @GENE_TNF | TNF | 3933 | 9 | Gene | gene | TNF-alpha
37365840 | @GENE_UCP1 | UCP1 | 3945 | 20 | Gene | gene | Uncoupling protein 1
37365840 | @GENE_UCP1 | UCP1 | 3967 | 4 | Gene | gene | UCP1
37376656 | @DISEASE_COVID_19 | COVID-19 | 68 | 8 | Disease | disease | COVID-19
37376656 | @DISEASE_COVID_19 | COVID-19 | 115 | 8 | Disease | disease | COVID-19
37376656 | @DISEASE_COVID_19 | COVID-19 | 240 | 8 | Disease | disease | COVID-19
37376656 | @DISEASE_COVID_19 | COVID-19 | 396 | 8 | Disease | disease | COVID-19
37376656 | @DISEASE_COVID_19 | COVID-19 | 505 | 10 | Disease | disease | SARS-CoV-2
37376656 | @GENE_ACE2 | ACE2 | 622 | 4 | Gene | gene | ACE2
37376656 | @GENE_ACE2 | ACE2 | 664 | 4 | Gene | gene | ACE2
37376656 | @GENE_ACE2 | ACE2 | 996 | 4 | Gene | gene | ACE2
37376656 | @DISEASE_Fever | Fever | 1277 | 5 | Disease | disease | fever
37376656 | @DISEASE_Fever | Fever | 1599 | 5 | Disease | disease | fever
37409267 | @GENE_ACE2 | ACE2 | 54 | 4 | Gene | gene | ACE2
37409267 | @DISEASE_Death | Death | 182 | 6 | Disease | disease | deaths
37409267 | @DISEASE_COVID_19 | COVID-19 | 204 | 8 | Disease | disease | COVID-19
37409267 | @GENE_ACE2 | ACE2 | 239 | 4 | Gene | gene | ACE2
37409267 | @GENE_ACE2 | ACE2 | 348 | 4 | Gene | gene | ACE2
37409267 | @GENE_ACE2 | ACE2 | 611 | 4 | Gene | gene | ACE2
37409267 | @DISEASE_Neoplasms | Neoplasms | 1160 | 5 | Disease | disease | tumor
37409267 | @DISEASE_Neoplasms | Neoplasms | 1231 | 5 | Disease | disease | Tumor
37409267 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 1257 | 19 | Disease | disease | lung adenocarcinoma
37409267 | @GENE_IFNG | IFNG | 1297 | 22 | Gene | gene | interferon alpha/gamma
37409267 | @GENE_ACE2 | ACE2 | 1387 | 4 | Gene | gene | ACE2
37409267 | @DISEASE_COVID_19 | COVID-19 | 1536 | 8 | Disease | disease | COVID-19
37571863 | @DISEASE_COVID_19 | COVID-19 | 31 | 8 | Disease | disease | COVID-19
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 125 | 26 | Disease | disease | inflammatory bowel disease
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 229 | 26 | Disease | disease | inflammatory bowel disease
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 257 | 3 | Disease | disease | IBD
37571863 | @GENE_TNF | TNF | 280 | 3 | Gene | gene | TNF
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 423 | 3 | Disease | disease | IBD
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 528 | 3 | Disease | disease | IBD
37571863 | @GENE_ACE2 | ACE2 | 852 | 4 | Gene | gene | ACE2
37571863 | @DISEASE_Infections | Infections | 1095 | 9 | Disease | disease | infection
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1279 | 3 | Disease | disease | IBD
37571863 | @GENE_TNF | TNF | 1310 | 3 | Gene | gene | TNF
37571863 | @GENE_TNF | TNF | 1367 | 3 | Gene | gene | TNF
37571863 | @GENE_TNF | TNF | 1437 | 3 | Gene | gene | TNF
37571863 | @GENE_TNF | TNF | 1738 | 3 | Gene | gene | TNF
37571863 | @GENE_TNF | TNF | 1876 | 3 | Gene | gene | TNF
37571863 | @DISEASE_Infections | Infections | 2040 | 9 | Disease | disease | infection
37571863 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 2150 | 3 | Disease | disease | IBD
37571863 | @GENE_TNF | TNF | 2180 | 3 | Gene | gene | TNF
37608279 | @GENE_ACE2 | ACE2 | 0 | 4 | Gene | gene | ACE2
37608279 | @DISEASE_Chronic_Disease | Chronic Disease | 8 | 15 | Disease | disease | chronic disease
37608279 | @DISEASE_COVID_19 | COVID-19 | 28 | 8 | Disease | disease | COVID-19
37608279 | @GENE_ACE2 | ACE2 | 91 | 31 | Gene | gene | Angiotensin-converting enzyme 2
37608279 | @GENE_ACE2 | ACE2 | 124 | 4 | Gene | gene | ACE2
37608279 | @GENE_REN | REN | 158 | 5 | Gene | gene | renin
37608279 | @DISEASE_Chronic_Disease | Chronic Disease | 220 | 16 | Disease | disease | chronic diseases
37608279 | @DISEASE_Chronic_Disease | Chronic Disease | 246 | 16 | Disease | disease | chronic diseases
37608279 | @GENE_ACE2 | ACE2 | 264 | 4 | Gene | gene | ACE2
37608279 | @DISEASE_Virus_Diseases | Virus Diseases | 352 | 15 | Disease | disease | virus infection
37608279 | @GENE_ACE2 | ACE2 | 369 | 4 | Gene | gene | ACE2
37608279 | @GENE_ACE2 | ACE2 | 488 | 4 | Gene | gene | ACE2
37608279 | @GENE_IKZF1 | IKZF1 | 554 | 6 | Gene | gene | Ikaros
37608279 | @GENE_GATA6 | GATA6 | 568 | 5 | Gene | gene | GATA6
37608279 | @GENE_STAT3 | STAT3 | 575 | 5 | Gene | gene | STAT3
37608279 | @GENE_SIRT1 | SIRT1 | 584 | 5 | Gene | gene | SIRT1
37608279 | @GENE_ACE2 | ACE2 | 599 | 4 | Gene | gene | ACE2
37608279 | @GENE_SMARCA4 | SMARCA4 | 657 | 4 | Gene | gene | Brg1
37608279 | @GENE_FOXM1 | FOXM1 | 662 | 5 | Gene | gene | FoxM1
37608279 | @GENE_ESRRA | ESRRA | 679 | 8 | Gene | gene | ERRalpha
37608279 | @GENE_ACE2 | ACE2 | 689 | 4 | Gene | gene | ACE2
37608279 | @GENE_PRKAA1 | PRKAA1 | 797 | 4 | Gene | gene | AMPK
37608279 | @GENE_CSNK1A1 | CSNK1A1 | 803 | 8 | Gene | gene | CK1alpha
