1788521 | @CHEMICAL_Soman | Soman | 62 | 5 | Chemical | chemical | soman
20506481 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 1774 | 3 | Disease | disease | CIA
20506481 | @GENE_JAK3 | Jak3 | 1786 | 5 | Gene | gene | JAK-3
20506481 | @GENE_JAK1 | Jak1 | 1853 | 5 | Gene | gene | JAK-1
20506481 | @GENE_JAK2 | Jak2 | 1861 | 5 | Gene | gene | JAK-2
20506481 | @GENE_TYK2 | Tyk2 | 1872 | 5 | Gene | gene | Tyk-2
20724918 | @GENE_JAK2 | Jak2 | 38 | 5 | Gene | gene | JAK-2
20724918 | @GENE_JAK1 | Jak1 | 167 | 5 | Gene | gene | JAK-1
20724918 | @GENE_JAK2 | Jak2 | 174 | 5 | Gene | gene | JAK-2
20724918 | @GENE_JAK3 | Jak3 | 181 | 5 | Gene | gene | JAK-3
20724918 | @GENE_TYK2 | Tyk2 | 192 | 5 | Gene | gene | Tyk-2
20724918 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 331 | 29 | Disease | disease | autoimmune-mediated disorders
20724918 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 371 | 20 | Disease | disease | rheumatoid arthritis
20724918 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 393 | 2 | Disease | disease | RA
20724918 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 499 | 2 | Disease | disease | RA
20724918 | @GENE_JAK2 | Jak2 | 584 | 5 | Gene | gene | JAK-2
20724918 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 692 | 26 | Disease | disease | adjuvant-induced arthritis
20724918 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 720 | 4 | Disease | disease | rAIA
20724918 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 726 | 2 | Disease | disease | RA
20724918 | @GENE_JAK2 | Jak2 | 806 | 5 | Gene | gene | JAK-2
20724918 | @GENE_JAK2 | Jak2 | 866 | 5 | Gene | gene | JAK-2
20724918 | @GENE_JAK2 | Jak2 | 1049 | 5 | Gene | gene | JAK-2
20724918 | @GENE_JAK2 | Jak2 | 1094 | 5 | Gene | gene | JAK-2
20724918 | @GENE_JAK1 | Jak1 | 1160 | 5 | Gene | gene | JAK-1
20724918 | @GENE_JAK3 | Jak3 | 1170 | 5 | Gene | gene | JAK-3
20724918 | @GENE_JAK2 | Jak2 | 1197 | 5 | Gene | gene | JAK-2
20724918 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 1230 | 4 | Disease | disease | rAIA
20724918 | @DISEASE_Inflammation | Inflammation | 1244 | 12 | Disease | disease | inflammatory
20724918 | @GENE_JAK2 | Jak2 | 1397 | 5 | Gene | gene | JAK-2
23592745 | @CHEMICAL_wogonin | wogonin | 21 | 7 | Chemical | chemical | wogonin
23592745 | @GENE_JAK1 | Jak1 | 72 | 6 | Gene | gene | Jak1/3
23592745 | @GENE_STAT1 | Stat1 | 79 | 7 | Gene | gene | STAT1/3
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 98 | 18 | Chemical | chemical | lipopolysaccharide
23592745 | @CHEMICAL_wogonin | wogonin | 150 | 7 | Chemical | chemical | Wogonin
23592745 | @CHEMICAL_Flavonoids | Flavonoids | 163 | 9 | Chemical | chemical | flavonoid
23592745 | @DISEASE_Inflammation | Inflammation | 217 | 12 | Disease | disease | inflammation
23592745 | @CHEMICAL_wogonin | wogonin | 310 | 7 | Chemical | chemical | wogonin
23592745 | @CHEMICAL_wogonin | wogonin | 418 | 7 | Chemical | chemical | wogonin
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 436 | 18 | Chemical | chemical | lipopolysaccharide
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 456 | 3 | Chemical | chemical | LPS
23592745 | @GENE_IFNG | Ifng | 462 | 16 | Gene | gene | interferon-gamma
23592745 | @GENE_IL6 | Il6 | 513 | 13 | Gene | gene | interleukin-6
23592745 | @GENE_IL6 | Il6 | 528 | 4 | Gene | gene | IL-6
23592745 | @GENE_TNF | Tnf | 538 | 27 | Gene | gene | tumor necrosis factor-alpha
23592745 | @GENE_TNF | Tnf | 567 | 9 | Gene | gene | TNF-alpha
23592745 | @CHEMICAL_wogonin | wogonin | 579 | 7 | Chemical | chemical | Wogonin
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 620 | 3 | Chemical | chemical | LPS
23592745 | @GENE_IL6 | Il6 | 657 | 4 | Gene | gene | IL-6
23592745 | @GENE_TNF | Tnf | 666 | 9 | Gene | gene | TNF-alpha
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 723 | 3 | Chemical | chemical | LPS
23592745 | @GENE_STAT1 | Stat1 | 812 | 7 | Gene | gene | STAT1/3
23592745 | @CHEMICAL_wogonin | wogonin | 844 | 7 | Chemical | chemical | wogonin
23592745 | @CHEMICAL_wogonin | wogonin | 862 | 7 | Chemical | chemical | wogonin
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 911 | 3 | Chemical | chemical | LPS
23592745 | @GENE_JAK2 | Jak2 | 953 | 14 | Gene | gene | Janus kinase-2
23592745 | @GENE_JAK2 | Jak2 | 969 | 5 | Gene | gene | Jak-2
23592745 | @GENE_TYK2 | Tyk2 | 980 | 23 | Gene | gene | tyrosine kinase (Tyk)-2
23592745 | @GENE_JAK1 | Jak1 | 1056 | 5 | Gene | gene | Jak-1
23592745 | @GENE_JAK3 | Jak3 | 1066 | 5 | Gene | gene | Jak-3
23592745 | @GENE_IL6 | Il6 | 1118 | 4 | Gene | gene | IL-6
23592745 | @GENE_TNF | Tnf | 1127 | 9 | Gene | gene | TNF-alpha
23592745 | @CHEMICAL_wogonin | wogonin | 1151 | 7 | Chemical | chemical | wogonin
23592745 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1162 | 3 | Chemical | chemical | LPS
23592745 | @GENE_JAK1 | Jak1 | 1254 | 8 | Gene | gene | Jak-1/-3
23592745 | @GENE_STAT1 | Stat1 | 1263 | 7 | Gene | gene | STAT1/3
23689514 | @GENE_JAK3 | JAK3 | 0 | 4 | Gene | gene | JAK3
23689514 | @DISEASE_GATA2_Deficiency | GATA2 Deficiency | 79 | 50 | Disease | disease | extranodal nasal-type natural killer cell lymphoma
23689514 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 131 | 58 | Disease | disease | Extranodal, nasal-type natural killer (NK)/T-cell lymphoma
23689514 | @DISEASE_Neoplasms | Neoplasms | 214 | 10 | Disease | disease | malignancy
23689514 | @GENE_STAT3 | STAT3 | 264 | 50 | Gene | gene | signal transducer and activator of transcription 3
23689514 | @GENE_STAT3 | STAT3 | 316 | 5 | Gene | gene | STAT3
23689514 | @GENE_STAT3 | STAT3 | 392 | 5 | Gene | gene | STAT3
23689514 | @GENE_JAK3 | JAK3 | 442 | 19 | Gene | gene | Janus kinase (JAK)3
23689514 | @DISEASE_Neoplasms | Neoplasms | 571 | 10 | Disease | disease | NKCL tumor
23689514 | @DISEASE_Neoplasms | Neoplasms | 662 | 5 | Disease | disease | tumor
23689514 | @GENE_JAK3 | JAK3 | 690 | 4 | Gene | gene | JAK3
23689514 | @VARIANT_p.A573V_JAK3_human | p.A573V | 743 | 5 | Variant | variant | A573V
23689514 | @VARIANT_p.V722I_JAK3_human | p.V722I | 752 | 5 | Variant | variant | V722I
23689514 | @GENE_JAK3 | JAK3 | 766 | 4 | Gene | gene | JAK3
23689514 | @GENE_JAK3 | JAK3 | 841 | 4 | Gene | gene | JAK3
23689514 | @GENE_STAT3 | STAT3 | 846 | 5 | Gene | gene | STAT3
23689514 | @GENE_JAK3 | JAK3 | 1004 | 4 | Gene | gene | JAK3
23689514 | @DISEASE_Neoplasms | Neoplasms | 1100 | 5 | Disease | disease | tumor
23689514 | @GENE_JAK3 | JAK3 | 1146 | 4 | Gene | gene | JAK3
23689514 | @CHEMICAL_tofacitinib | tofacitinib | 1161 | 9 | Chemical | chemical | CP-690550
23689514 | @GENE_JAK3 | JAK3 | 1215 | 4 | Gene | gene | JAK3
23689514 | @GENE_JAK3 | JAK3 | 1243 | 4 | Gene | gene | JAK3
23797672 | @GENE_JAK3 | Jak3 | 12 | 5 | Gene | gene | JAK-3
23797672 | @DISEASE_Inflammation | Inflammation | 45 | 12 | Disease | disease | inflammatory
23797672 | @GENE_JAK3 | Jak3 | 114 | 5 | Gene | gene | JAK-3
23797672 | @GENE_JAK3 | Jak3 | 219 | 4 | Gene | gene | JAK3
23797672 | @GENE_JAK3 | Jak3 | 315 | 4 | Gene | gene | JAK3
23797672 | @DISEASE_Inflammation | Inflammation | 414 | 12 | Disease | disease | inflammatory
23797672 | @GENE_JAK3 | Jak3 | 485 | 4 | Gene | gene | JAK3
23797672 | @GENE_JAK3 | Jak3 | 568 | 4 | Gene | gene | JAK3
23797672 | @GENE_IL10 | Il10 | 715 | 5 | Gene | gene | IL-10
23797672 | @GENE_JAK3 | Jak3 | 736 | 4 | Gene | gene | JAK3
23797672 | @GENE_AKT1 | Akt1 | 807 | 3 | Gene | gene | Akt
23797672 | @GENE_GSK3B | Gsk3b | 853 | 30 | Gene | gene | glycogen synthase kinase 3beta
23797672 | @GENE_GSK3B | Gsk3b | 885 | 8 | Gene | gene | GSK3beta
23797672 | @GENE_CREB1 | Creb1 | 900 | 4 | Gene | gene | CREB
23797672 | @GENE_AKT1 | Akt1 | 933 | 3 | Gene | gene | Akt
23797672 | @GENE_GSK3B | Gsk3b | 954 | 8 | Gene | gene | GSK3beta
23797672 | @GENE_JAK3 | Jak3 | 991 | 4 | Gene | gene | JAK3
23797672 | @GENE_IL10 | Il10 | 1057 | 5 | Gene | gene | IL-10
23797672 | @GENE_JAK3 | Jak3 | 1143 | 4 | Gene | gene | JAK3
23797672 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1151 | 3 | Chemical | chemical | LPS
23797672 | @GENE_JAK3 | Jak3 | 1207 | 4 | Gene | gene | JAK3
23797672 | @DISEASE_Inflammation | Inflammation | 1322 | 12 | Disease | disease | inflammatory
23797672 | @GENE_JAK3 | Jak3 | 1346 | 4 | Gene | gene | JAK3
23797672 | @GENE_GSK3B | Gsk3b | 1374 | 4 | Gene | gene | GSK3
23797672 | @GENE_JAK3 | Jak3 | 1484 | 4 | Gene | gene | JAK3
23797672 | @GENE_CD4 | Cd4 | 1529 | 3 | Gene | gene | CD4
23797672 | @GENE_IL17A | Il17a | 1599 | 5 | Gene | gene | IL-17
23797672 | @GENE_JAK3 | Jak3 | 1668 | 4 | Gene | gene | JAK3
23797672 | @GENE_JAK3 | Jak3 | 1751 | 4 | Gene | gene | JAK3
23797672 | @GENE_JAK3 | Jak3 | 1801 | 4 | Gene | gene | JAK3
23797672 | @DISEASE_Inflammation | Inflammation | 1844 | 12 | Disease | disease | inflammatory
24416451 | @GENE_IL21 | IL21 | 0 | 14 | Gene | gene | Interleukin-21
24416451 | @GENE_CD4 | CD4 | 42 | 3 | Gene | gene | CD4
24416451 | @GENE_CD8A | CD8A | 50 | 3 | Gene | gene | CD8
24416451 | @GENE_IL2 | IL2 | 91 | 13 | Gene | gene | Interleukin-2
24416451 | @GENE_IL2RG | IL2RG | 192 | 18 | Gene | gene | common gamma-chain
24416451 | @GENE_IL2RG | IL2RG | 212 | 6 | Gene | gene | gammac
24416451 | @GENE_IL2 | IL2 | 229 | 13 | Gene | gene | Interleukin-2
24416451 | @GENE_IL2 | IL2 | 244 | 4 | Gene | gene | IL-2
24416451 | @GENE_IL2RG | IL2RG | 297 | 6 | Gene | gene | gammac
24416451 | @GENE_JAK3 | JAK3 | 304 | 28 | Gene | gene | Janus tyrosine kinase (Jak)3
24416451 | @GENE_IL2 | IL2 | 489 | 4 | Gene | gene | IL-2
24416451 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 563 | 24 | Disease | disease | T cell mediated diseases
24416451 | @GENE_IL2 | IL2 | 626 | 4 | Gene | gene | IL-2
24416451 | @GENE_IL2 | IL2 | 779 | 4 | Gene | gene | IL-2
24416451 | @GENE_CD4 | CD4 | 840 | 3 | Gene | gene | CD4
24416451 | @GENE_CD8A | CD8A | 848 | 3 | Gene | gene | CD8
24416451 | @GENE_IL2 | IL2 | 898 | 4 | Gene | gene | IL-2
24416451 | @GENE_IL2 | IL2 | 947 | 4 | Gene | gene | IL-2
24416451 | @GENE_CD8A | CD8A | 985 | 3 | Gene | gene | CD8
24416451 | @GENE_CD4 | CD4 | 1019 | 3 | Gene | gene | CD4
24416451 | @GENE_BCL2 | BCL2 | 1100 | 5 | Gene | gene | Bcl-2
24416451 | @GENE_CD8A | CD8A | 1158 | 3 | Gene | gene | CD8
24416451 | @GENE_CD4 | CD4 | 1188 | 3 | Gene | gene | CD4
24416451 | @GENE_CD4 | CD4 | 1264 | 3 | Gene | gene | CD4
24416451 | @GENE_CD8A | CD8A | 1306 | 3 | Gene | gene | CD8
24416451 | @GENE_IL2 | IL2 | 1330 | 4 | Gene | gene | IL-2
24416451 | @GENE_CD8A | CD8A | 1420 | 3 | Gene | gene | CD8
24416451 | @GENE_IL21 | IL21 | 1462 | 5 | Gene | gene | IL-21
24416451 | @GENE_IL2 | IL2 | 1539 | 4 | Gene | gene | IL-2
24416451 | @GENE_IL21 | IL21 | 1578 | 5 | Gene | gene | IL-21
24416451 | @GENE_IL2 | IL2 | 1613 | 4 | Gene | gene | IL-2
24416451 | @GENE_CD4 | CD4 | 1684 | 3 | Gene | gene | CD4
24416451 | @GENE_CD8A | CD8A | 1693 | 3 | Gene | gene | CD8
24416451 | @GENE_IL2 | IL2 | 1748 | 4 | Gene | gene | IL-2
24416451 | @GENE_IL21 | IL21 | 1777 | 5 | Gene | gene | IL-21
24416451 | @GENE_IL2 | IL2 | 1878 | 4 | Gene | gene | IL-2
24416451 | @GENE_IL21 | IL21 | 1955 | 5 | Gene | gene | IL-21
25443414 | @GENE_MAPK1 | MAPK1 | 21 | 3 | Gene | gene | Erk
25443414 | @GENE_AKT1 | AKT1 | 34 | 3 | Gene | gene | Akt
25443414 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 50 | 18 | Disease | disease | ulcerative colitis
25443414 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 80 | 12 | Disease | disease | colon cancer
25443414 | @DISEASE_Inflammation | Inflammation | 164 | 12 | Disease | disease | inflammatory
25443414 | @GENE_JAK3 | JAK3 | 359 | 14 | Gene | gene | Janus Kinase-3
25443414 | @GENE_JAK3 | JAK3 | 375 | 5 | Gene | gene | Jak-3
25443414 | @GENE_JAK3 | JAK3 | 415 | 5 | Gene | gene | Jak-3
25443414 | @GENE_MAPK1 | MAPK1 | 535 | 3 | Gene | gene | Erk
25443414 | @GENE_MYC | MYC | 572 | 5 | Gene | gene | c-myc
25443414 | @GENE_MYC | MYC | 777 | 5 | Gene | gene | c-myc
25443414 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 867 | 18 | Disease | disease | ulcerative colitis
25443414 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 889 | 12 | Disease | disease | colon cancer
25443414 | @GENE_PTEN | PTEN | 1035 | 4 | Gene | gene | PTEN
25443414 | @GENE_PDK1 | PDK1 | 1041 | 4 | Gene | gene | PDK1
25443414 | @GENE_GSK3B | GSK3B | 1047 | 8 | Gene | gene | GSK3beta
25443414 | @GENE_AKT1 | AKT1 | 1057 | 3 | Gene | gene | Akt
25443414 | @GENE_MTOR | MTOR | 1062 | 4 | Gene | gene | mTOR
25443414 | @GENE_CTNNB1 | CTNNB1 | 1076 | 12 | Gene | gene | beta-catenin
25443414 | @DISEASE_Inflammation | Inflammation | 1371 | 12 | Disease | disease | inflammatory
25443414 | @DISEASE_Precancerous_Conditions | Precancerous Conditions | 1395 | 12 | Disease | disease | carcinogenic
25443414 | @CHEMICAL_Celecoxib | Celecoxib | 1493 | 9 | Chemical | chemical | celecoxib
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 0 | 15 | Disease | disease | Alopecia areata
26971464 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 42 | 10 | Disease | disease | autoimmune
26971464 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 135 | 19 | Disease | disease | autoimmune diseases
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 156 | 15 | Disease | disease | alopecia areata
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 173 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia | Alopecia | 255 | 9 | Disease | disease | hair loss
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 364 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 437 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 599 | 2 | Disease | disease | AA
26971464 | @GENE_IL2 | Il2 | 626 | 4 | Gene | gene | IL-2
26971464 | @GENE_NCAM1 | NCAM1 | 661 | 4 | Gene | gene | CD56
26971464 | @GENE_KLRK1 | KLRK1 | 667 | 5 | Gene | gene | NKG2D
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 769 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 832 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 900 | 2 | Disease | disease | AA
26971464 | @GENE_CD8A | CD8A | 1100 | 3 | Gene | gene | CD8
26971464 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 1135 | 19 | Disease | disease | autoimmune diseases
26971464 | @GENE_IFNG | Ifng | 1172 | 9 | Gene | gene | IFN-gamma
26971464 | @GENE_IL15 | Il15 | 1186 | 5 | Gene | gene | IL-15
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1220 | 2 | Disease | disease | AA
26971464 | @GENE_KLRK1 | KLRK1 | 1244 | 5 | Gene | gene | NKG2D
26971464 | @GENE_1300017J02RIK | 1300017J02Rik | 1267 | 4 | Gene | gene | MICA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1380 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1466 | 2 | Disease | disease | AA
26971464 | @GENE_IFNG | Ifng | 1500 | 9 | Gene | gene | IFN-gamma
26971464 | @GENE_IL15 | Il15 | 1514 | 5 | Gene | gene | IL-15
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1586 | 2 | Disease | disease | AA
26971464 | @GENE_CD8A | CD8A | 1658 | 3 | Gene | gene | CD8
26971464 | @GENE_KLRK1 | KLRK1 | 1675 | 5 | Gene | gene | NKG2D
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1691 | 2 | Disease | disease | AA
26971464 | @GENE_KCNA3 | KCNA3 | 1787 | 5 | Gene | gene | Kv1.3
26971464 | @GENE_PDE4A | PDE4A | 1815 | 4 | Gene | gene | PDE4
26971464 | @CHEMICAL_apremilast | apremilast | 1831 | 10 | Chemical | chemical | apremilast
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1852 | 2 | Disease | disease | AA
26971464 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1891 | 2 | Disease | disease | AA
26971464 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 2080 | 19 | Disease | disease | autoimmune diseases
27487096 | @DISEASE_Depressive_Disorder_Major | Depressive Disorder Major | 25 | 25 | Disease | disease | Major Depressive Disorder
27487096 | @DISEASE_Depressive_Disorder_Major | Depressive Disorder Major | 69 | 25 | Disease | disease | Major depressive disorder
27487096 | @DISEASE_Depressive_Disorder_Major | Depressive Disorder Major | 206 | 16 | Disease | disease | major depression
27487096 | @DISEASE_Depressive_Disorder_Major | Depressive Disorder Major | 353 | 25 | Disease | disease | major depressive disorder
27487096 | @GENE_JAK3 | Jak3 | 527 | 14 | Gene | gene | Janus-Kinase 3
27487096 | @GENE_JAK3 | Jak3 | 543 | 5 | Gene | gene | Jak-3
27487096 | @DISEASE_Depressive_Disorder_Major | Depressive Disorder Major | 617 | 25 | Disease | disease | major depression symptoms
27487096 | @GENE_JAK3 | Jak3 | 850 | 5 | Gene | gene | Jak-3
27487096 | @GENE_JAK3 | Jak3 | 889 | 5 | Gene | gene | Jak-3
27487096 | @CHEMICAL_Amitriptyline | Amitriptyline | 929 | 13 | Chemical | chemical | amitriptyline
27487096 | @GENE_JAK3 | Jak3 | 1070 | 5 | Gene | gene | Jak-3
27487096 | @GENE_SMPD1 | Smpd1 | 1111 | 21 | Gene | gene | Acid sphingomyelinase
27487096 | @GENE_JAK3 | Jak3 | 1178 | 4 | Gene | gene | Jak3
27487096 | @CHEMICAL_Ceramides | Ceramides | 1200 | 8 | Chemical | chemical | ceramide
27487096 | @GENE_JAK3 | Jak3 | 1316 | 5 | Gene | gene | Jak-3
27487096 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1380 | 18 | Disease | disease | anxious-depressive
27487096 | @GENE_JAK3 | Jak3 | 1456 | 5 | Gene | gene | Jak-3
27487096 | @GENE_JAK3 | Jak3 | 1572 | 5 | Gene | gene | Jak-3
27487096 | @CHEMICAL_Amitriptyline | Amitriptyline | 1598 | 13 | Chemical | chemical | Amitriptyline
27487096 | @GENE_SMPD1 | Smpd1 | 1660 | 21 | Gene | gene | acid sphingomyelinase
27487096 | @GENE_SMPD1 | Smpd1 | 1686 | 21 | Gene | gene | acid sphingomyelinase
27487096 | @GENE_JAK3 | Jak3 | 1761 | 5 | Gene | gene | Jak-3
27487096 | @GENE_JAK3 | Jak3 | 1799 | 5 | Gene | gene | Jak-3
27487096 | @GENE_SMPD1 | Smpd1 | 1855 | 21 | Gene | gene | acid sphingomyelinase
27487096 | @DISEASE_Depressive_Disorder_Major | Depressive Disorder Major | 1928 | 16 | Disease | disease | major depression
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 0 | 21 | Chemical | chemical | 3-Deoxysappanchalcone
27795451 | @GENE_CTNNB1 | CTNNB1 | 139 | 12 | Gene | gene | beta-Catenin
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 172 | 21 | Chemical | chemical | 3-Deoxysappanchalcone
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 195 | 5 | Chemical | chemical | 3-DSC
27795451 | @DISEASE_Inflammation | Inflammation | 262 | 12 | Disease | disease | inflammatory
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 356 | 5 | Chemical | chemical | 3-DSC
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 660 | 5 | Chemical | chemical | 3-DSC
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 691 | 5 | Chemical | chemical | 3-DSC
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 747 | 5 | Chemical | chemical | 3-DSC
27795451 | @CHEMICAL_tofacitinib | tofacitinib | 801 | 11 | Chemical | chemical | Tofacitinib
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 860 | 5 | Chemical | chemical | 3-DSC
27795451 | @GENE_CTNNB1 | CTNNB1 | 894 | 12 | Gene | gene | beta-catenin
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 973 | 5 | Chemical | chemical | 3-DSC
27795451 | @GENE_IL6 | IL6 | 991 | 13 | Gene | gene | interleukin-6
27795451 | @GENE_IL6 | IL6 | 1006 | 4 | Gene | gene | IL-6
27795451 | @GENE_STAT3 | STAT3 | 1070 | 50 | Gene | gene | signal transducer and activator of transcription-3
27795451 | @GENE_STAT3 | STAT3 | 1122 | 5 | Gene | gene | STAT3
27795451 | @GENE_CDK4 | CDK4 | 1167 | 25 | Gene | gene | cyclin-dependent kinase-4
27795451 | @GENE_CDK4 | CDK4 | 1194 | 4 | Gene | gene | Cdk4
27795451 | @GENE_VEGFA | VEGFA | 1236 | 34 | Gene | gene | vascular endothelial growth factor
27795451 | @GENE_VEGFA | VEGFA | 1272 | 4 | Gene | gene | VEGF
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 1296 | 5 | Chemical | chemical | 3-DSC
27795451 | @GENE_STAT6 | Stat6 | 1313 | 5 | Gene | gene | STAT6
27795451 | @GENE_IL4 | Il4 | 1339 | 3 | Gene | gene | IL4
27795451 | @GENE_STAT6 | Stat6 | 1351 | 5 | Gene | gene | STAT6
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 1432 | 5 | Chemical | chemical | 3-DSC
27795451 | @CHEMICAL_3_deoxysappanchalcone | 3-deoxysappanchalcone | 1496 | 5 | Chemical | chemical | 3-DSC
27795451 | @GENE_CTNNB1 | CTNNB1 | 1617 | 12 | Gene | gene | beta-catenin
27992687 | @GENE_CD4 | CD4 | 14 | 3 | Gene | gene | CD4
27992687 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 46 | 28 | Disease | disease | Systemic Lupus Erythematosus
27992687 | @GENE_IL2 | IL2 | 103 | 13 | Gene | gene | Interleukin-2
27992687 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 204 | 28 | Disease | disease | systemic lupus erythematosus
27992687 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 234 | 3 | Disease | disease | SLE
27992687 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 243 | 5 | Disease | disease | lupus
27992687 | @DISEASE_614878 | 614878 | 279 | 20 | Disease | disease | immune dysregulation
27992687 | @GENE_IL2 | IL2 | 378 | 13 | Gene | gene | interleukin-2
27992687 | @GENE_IL2 | IL2 | 393 | 4 | Gene | gene | IL-2
27992687 | @GENE_IFNG | IFNG | 400 | 16 | Gene | gene | interferon-gamma
27992687 | @GENE_IFNG | IFNG | 418 | 8 | Gene | gene | IFNgamma
27992687 | @GENE_IL4 | IL4 | 429 | 4 | Gene | gene | IL-4
27992687 | @GENE_IL17A | IL17A | 439 | 6 | Gene | gene | IL-17A
27992687 | @GENE_CD4 | CD4 | 449 | 3 | Gene | gene | CD4
27992687 | @DISEASE_Lupus_Erythematosus_Systemic | Lupus Erythematosus Systemic | 505 | 3 | Disease | disease | SLE
27992687 | @GENE_CD4 | CD4 | 540 | 3 | Gene | gene | CD4
27992687 | @GENE_IL2 | IL2 | 578 | 4 | Gene | gene | IL-2
27992687 | @GENE_CD4 | CD4 | 642 | 3 | Gene | gene | CD4
27992687 | @CHEMICAL_Tetradecanoylphorbol_Acetate | Tetradecanoylphorbol Acetate | 721 | 25 | Chemical | chemical | phorbol myristate acetate
27992687 | @CHEMICAL_Ionomycin | Ionomycin | 751 | 9 | Chemical | chemical | ionomycin
27992687 | @GENE_CD28 | CD28 | 822 | 4 | Gene | gene | CD28
27992687 | @GENE_IL2 | IL2 | 844 | 4 | Gene | gene | IL-2
27992687 | @GENE_JAK3 | JAK3 | 893 | 5 | Gene | gene | JAK-3
27992687 | @GENE_STAT5A | STAT5A | 899 | 6 | Gene | gene | STAT-5
27992687 | @GENE_IL2 | IL2 | 957 | 4 | Gene | gene | IL-2
