28559015 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 36 | 37 | Disease | disease | head and neck squamous cell carcinoma
37528526 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1375 | 5 | Disease | disease | xGVHD
37528526 | @GENE_CXADRP1 | CXADRP1 | 1433 | 3 | Gene | gene | CAR
37528526 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1518 | 5 | Disease | disease | xGVHD
37528526 | @GENE_CXADRP1 | CXADRP1 | 1564 | 3 | Gene | gene | CAR
37528526 | @GENE_INS | INS | 1616 | 7 | Gene | gene | insulin
37528526 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1668 | 5 | Disease | disease | xGVHD
37626903 | @DISEASE_Neoplasms | Neoplasms | 115 | 6 | Disease | disease | Cancer
37626903 | @DISEASE_Neoplasms | Neoplasms | 260 | 6 | Disease | disease | cancer
37626903 | @DISEASE_Neoplasms | Neoplasms | 299 | 5 | Disease | disease | tumor
37626903 | @DISEASE_Neoplasms | Neoplasms | 409 | 6 | Disease | disease | cancer
37626903 | @DISEASE_Neoplasms | Neoplasms | 789 | 5 | Disease | disease | tumor
37626903 | @GENE_THBD | Thbd | 813 | 5 | Gene | gene | CD141
37626903 | @GENE_THBD | THBD | 1789 | 5 | Gene | gene | CD141
37626903 | @GENE_FLT3LG | FLT3LG | 1948 | 7 | Gene | gene | Flt3-L.
37626903 | @GENE_FLT3LG | FLT3LG | 1960 | 6 | Gene | gene | Flt3-L
37626903 | @GENE_THBD | THBD | 1987 | 5 | Gene | gene | CD141
37626903 | @GENE_CD4 | CD4 | 2041 | 3 | Gene | gene | CD4
37626903 | @GENE_CD8A | CD8A | 2050 | 3 | Gene | gene | CD8
37626903 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 2128 | 29 | Disease | disease | triple-negative breast cancer
37626903 | @DISEASE_Melanoma | Melanoma | 2162 | 15 | Disease | disease | melanoma tumors
37626903 | @GENE_THBD | THBD | 2188 | 5 | Gene | gene | CD141
37626903 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 2322 | 25 | Disease | disease | graft-versus-host disease
37626903 | @DISEASE_Neoplasms | Neoplasms | 2572 | 5 | Disease | disease | tumor
37626903 | @DISEASE_Neoplasms | Neoplasms | 2695 | 6 | Disease | disease | cancer
37626903 | @DISEASE_Skin_Diseases | Skin Diseases | 2727 | 15 | Disease | disease | dysplastic skin
37626903 | @DISEASE_Neoplasms | Neoplasms | 2755 | 5 | Disease | disease | tumor
37626903 | @GENE_THBD | THBD | 2796 | 5 | Gene | gene | CD141
37766162 | @GENE_CD4 | Cd4 | 0 | 3 | Gene | gene | CD4
37766162 | @GENE_CD4 | Cd4 | 69 | 3 | Gene | gene | CD4
37766162 | @DISEASE_Toxoplasmosis_Congenital | Toxoplasmosis Congenital | 162 | 20 | Disease | disease | Toxoplasma infection
37766162 | @GENE_CD4 | Cd4 | 249 | 3 | Gene | gene | CD4
37766162 | @CHEMICAL_TLR4_agonist_G100 | TLR4 agonist G100 | 382 | 6 | Chemical | chemical | GLA-SE
37766162 | @GENE_TLR4 | Tlr4 | 392 | 5 | Gene | gene | TLR-4
37766162 | @GENE_IL6 | Il6 | 642 | 3 | Gene | gene | IL6
37766162 | @GENE_CD4 | Cd4 | 674 | 3 | Gene | gene | CD4
37766162 | @GENE_CD4 | Cd4 | 840 | 3 | Gene | gene | CD4
37766162 | @DISEASE_Toxoplasmosis | Toxoplasmosis | 931 | 13 | Disease | disease | toxoplasmosis
37857526 | @GENE_CD8A | CD8A | 81 | 3 | Gene | gene | CD8
37857526 | @CHEMICAL_homocitrulline | homocitrulline | 476 | 14 | Chemical | chemical | homocitrulline
37857526 | @CHEMICAL_homocitrulline | homocitrulline | 492 | 4 | Chemical | chemical | Hcit
37857526 | @CHEMICAL_Cyanates | Cyanates | 538 | 7 | Chemical | chemical | cyanate
37857526 | @CHEMICAL_Lysine | Lysine | 555 | 6 | Chemical | chemical | lysine
37857526 | @DISEASE_Neoplasms | Neoplasms | 630 | 5 | Disease | disease | tumor
37857526 | @GENE_CD4 | CD4 | 657 | 3 | Gene | gene | CD4
37857526 | @CHEMICAL_homocitrulline | homocitrulline | 690 | 4 | Chemical | chemical | Hcit
37857526 | @DISEASE_Neoplasms | Neoplasms | 724 | 5 | Disease | disease | tumor
37857526 | @GENE_HLA_A | HLA-A | 926 | 3 | Gene | gene | HLA
37857526 | @GENE_CD8A | CD8A | 975 | 3 | Gene | gene | CD8
37857526 | @DISEASE_Neoplasms | Neoplasms | 1041 | 5 | Disease | disease | tumor
37857526 | @DISEASE_Neoplasms | Neoplasms | 1062 | 5 | Disease | disease | tumor
37857526 | @GENE_CD8A | CD8A | 1263 | 3 | Gene | gene | CD8
37857526 | @GENE_CD8A | CD8A | 1470 | 3 | Gene | gene | CD8
37857526 | @GENE_CD8A | CD8A | 1629 | 3 | Gene | gene | CD8
37857526 | @DISEASE_Melanoma_Experimental | Melanoma Experimental | 1686 | 9 | Disease | disease | B16 tumor
37857526 | @DISEASE_Neoplasms | Neoplasms | 1761 | 5 | Disease | disease | tumor
37857526 | @DISEASE_Neoplasms | Neoplasms | 1847 | 5 | Disease | disease | tumor
37857526 | @DISEASE_Neoplasms | Neoplasms | 1991 | 5 | Disease | disease | tumor
37857526 | @CHEMICAL_homocitrulline | homocitrulline | 2012 | 4 | Chemical | chemical | Hcit
37857526 | @GENE_CD8A | CD8A | 2026 | 3 | Gene | gene | CD8
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 56 | 15 | Disease | disease | Prostate Cancer
37895076 | @GENE_HLA_C | HLA-C | 104 | 32 | Gene | gene | major histocompatibility complex
37895076 | @GENE_HLA_C | HLA-C | 138 | 3 | Gene | gene | MHC
37895076 | @GENE_CD4 | CD4 | 269 | 3 | Gene | gene | CD4
37895076 | @GENE_CD8A | CD8A | 278 | 3 | Gene | gene | CD8
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 303 | 15 | Disease | disease | prostate cancer
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 320 | 3 | Disease | disease | PCa
37895076 | @DISEASE_Neoplasms | Neoplasms | 352 | 6 | Disease | disease | cancer
37895076 | @GENE_HLA_C | HLA-C | 383 | 3 | Gene | gene | MHC
37895076 | @GENE_HLA_A | HLA-A | 603 | 31 | Gene | gene | human leukocyte antigen (HLA)-A
37895076 | @GENE_HLA_B | HLA-B | 639 | 5 | Gene | gene | HLA-B
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 662 | 3 | Disease | disease | PCa
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1003 | 3 | Disease | disease | PCa
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1182 | 3 | Disease | disease | PCa
37895076 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1294 | 3 | Disease | disease | PCa
38035132 | @DISEASE_COVID_19 | COVID-19 | 39 | 8 | Disease | disease | COVID-19
38035132 | @DISEASE_Infections | Infections | 82 | 9 | Disease | disease | Infection
38035132 | @DISEASE_COVID_19 | COVID-19 | 197 | 8 | Disease | disease | COVID-19
38035132 | @GENE_S | S | 313 | 5 | Gene | gene | spike
38035132 | @DISEASE_COVID_19 | COVID-19 | 365 | 8 | Disease | disease | COVID-19
38035132 | @DISEASE_Infections | Infections | 419 | 9 | Disease | disease | infection
38035132 | @GENE_CD4 | CD4 | 481 | 3 | Gene | gene | CD4
38035132 | @GENE_CD8A | CD8A | 490 | 3 | Gene | gene | CD8
38035132 | @GENE_S | S | 570 | 5 | Gene | gene | spike
38035132 | @DISEASE_COVID_19 | COVID-19 | 675 | 8 | Disease | disease | COVID-19
38035132 | @DISEASE_Infections | Infections | 883 | 9 | Disease | disease | infection
38035132 | @DISEASE_COVID_19 | COVID-19 | 911 | 8 | Disease | disease | COVID-19
38035132 | @GENE_S | S | 960 | 5 | Gene | gene | spike
38035132 | @GENE_CD4 | CD4 | 975 | 3 | Gene | gene | CD4
38035132 | @GENE_CD8A | CD8A | 984 | 3 | Gene | gene | CD8
38035132 | @GENE_CD4 | CD4 | 1368 | 3 | Gene | gene | CD4
38035132 | @GENE_CD8A | CD8A | 1377 | 3 | Gene | gene | CD8
38035132 | @DISEASE_Infections | Infections | 1485 | 9 | Disease | disease | infection
38035132 | @GENE_CD4 | CD4 | 1524 | 3 | Gene | gene | CD4
38035132 | @GENE_CD8A | CD8A | 1533 | 3 | Gene | gene | CD8
38035132 | @GENE_CD8A | CD8A | 1701 | 3 | Gene | gene | CD8
38035132 | @GENE_CD8A | CD8A | 1800 | 3 | Gene | gene | CD8
38035132 | @GENE_S | S | 1828 | 5 | Gene | gene | spike
38035132 | @DISEASE_COVID_19 | COVID-19 | 1915 | 8 | Disease | disease | COVID-19
38035132 | @DISEASE_Infections | Infections | 1991 | 9 | Disease | disease | infection
38038432 | @GENE_CXCL11 | CXCL11 | 16 | 6 | Gene | gene | CXCL11
38038432 | @GENE_CD4 | Cd4 | 124 | 3 | Gene | gene | CD4
38038432 | @DISEASE_COVID_19 | COVID-19 | 178 | 22 | Disease | disease | COVID-19-like symptoms
38038432 | @DISEASE_Death | Death | 205 | 5 | Disease | disease | death
38038432 | @DISEASE_COVID_19 | COVID-19 | 221 | 20 | Disease | disease | SARS-CoV-2 infection
38038432 | @DISEASE_COVID_19 | COVID-19 | 284 | 21 | Disease | disease | SARS-CoV-2 infections
38038432 | @DISEASE_COVID_19 | COVID-19 | 335 | 8 | Disease | disease | COVID-19
38038432 | @DISEASE_Death | Death | 380 | 5 | Disease | disease | death
38038432 | @DISEASE_Death | Death | 459 | 6 | Disease | disease | deaths
38038432 | @DISEASE_Influenza_Human | Influenza Human | 554 | 9 | Disease | disease | influenza
38038432 | @DISEASE_COVID_19 | COVID-19 | 596 | 8 | Disease | disease | COVID-19
38038432 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 719 | 11 | Disease | disease | coronavirus
38038432 | @GENE_CD4 | CD4 | 806 | 3 | Gene | gene | CD4
38038432 | @DISEASE_COVID_19 | COVID-19 | 980 | 22 | Disease | disease | COVID-19-like symptoms
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 32 | 10 | Chemical | chemical | vancomycin
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 83 | 10 | Chemical | chemical | Vancomycin
38177093 | @DISEASE_Bacterial_Infections | Bacterial Infections | 144 | 20 | Disease | disease | bacterial infections
38177093 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 187 | 13 | Disease | disease | drug reaction
38177093 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 206 | 34 | Disease | disease | eosinophilia and systemic symptoms
38177093 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 242 | 5 | Disease | disease | DRESS
38177093 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 611 | 21 | Disease | disease | drug hypersensitivity
38177093 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 797 | 5 | Disease | disease | DRESS
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 822 | 10 | Chemical | chemical | vancomycin
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 924 | 10 | Chemical | chemical | vancomycin
38177093 | @GENE_CD4 | CD4 | 969 | 3 | Gene | gene | CD4
38177093 | @GENE_CD8A | CD8A | 978 | 3 | Gene | gene | CD8
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 983 | 10 | Chemical | chemical | vancomycin
38177093 | @GENE_IFNG | IFNG | 1234 | 9 | Gene | gene | IFN-gamma
38177093 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 1487 | 3 | Chemical | chemical | ATP
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 1581 | 10 | Chemical | chemical | vancomycin
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 1632 | 10 | Chemical | chemical | Vancomycin
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 1884 | 10 | Chemical | chemical | vancomycin
38177093 | @CHEMICAL_Teicoplanin | Teicoplanin | 1961 | 11 | Chemical | chemical | teicoplanin
38177093 | @GENE_HLA_A | HLA-A | 2007 | 3 | Gene | gene | HLA
38177093 | @GENE_HLA_A | HLA-A | 2038 | 3 | Gene | gene | HLA
38177093 | @GENE_CD4 | CD4 | 2147 | 3 | Gene | gene | CD4
38177093 | @GENE_CD8A | CD8A | 2156 | 3 | Gene | gene | CD8
38177093 | @CHEMICAL_Vancomycin | Vancomycin | 2179 | 10 | Chemical | chemical | vancomycin
38177093 | @CHEMICAL_Teicoplanin | Teicoplanin | 2252 | 11 | Chemical | chemical | teicoplanin
38321374 | @DISEASE_Heart_Failure | Heart Failure | 80 | 13 | Disease | disease | heart failure
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 104 | 33 | Disease | disease | idiopathic dilated cardiomyopathy
38321374 | @DISEASE_Heart_Failure | Heart Failure | 273 | 13 | Disease | disease | heart failure
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 297 | 33 | Disease | disease | idiopathic dilated cardiomyopathy
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 501 | 33 | Disease | disease | idiopathic dilated cardiomyopathy
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 536 | 3 | Disease | disease | DCM
38321374 | @GENE_CD4 | CD4 | 1197 | 3 | Gene | gene | CD4
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 1268 | 3 | Disease | disease | DCM
38321374 | @CHEMICAL_Lipids | Lipids | 1419 | 5 | Chemical | chemical | lipid
38321374 | @DISEASE_Atherosclerosis | Atherosclerosis | 1429 | 15 | Disease | disease | atherosclerosis
38321374 | @GENE_IFITM3 | IFITM3 | 1600 | 6 | Gene | gene | IFITM3
38321374 | @GENE_IFITM2 | IFITM2 | 1608 | 6 | Gene | gene | IFITM2
38321374 | @GENE_IFITM1 | IFITM1 | 1616 | 6 | Gene | gene | IFITM1
38321374 | @GENE_IFIT3 | IFIT3 | 1624 | 5 | Gene | gene | IFIT3
38321374 | @GENE_IFIT1 | IFIT1 | 1631 | 5 | Gene | gene | IFIT1
38321374 | @GENE_HLA_A | HLA-A | 1638 | 5 | Gene | gene | HLA-A
38321374 | @GENE_HLA_B | HLA-B | 1645 | 5 | Gene | gene | HLA-B
38321374 | @GENE_HLA_C | HLA-C | 1652 | 5 | Gene | gene | HLA-C
38321374 | @GENE_ADAR | ADAR | 1659 | 4 | Gene | gene | ADAR
38321374 | @GENE_STAT1 | STAT1 | 1665 | 5 | Gene | gene | STAT1
38321374 | @GENE_SAMHD1 | SAMHD1 | 1672 | 6 | Gene | gene | SAMHD1
38321374 | @GENE_RSAD2 | RSAD2 | 1680 | 5 | Gene | gene | RSAD2
38321374 | @GENE_MX1 | MX1 | 1687 | 3 | Gene | gene | MX1
38321374 | @GENE_ISG20 | ISG20 | 1692 | 5 | Gene | gene | ISG20
38321374 | @GENE_IRF2 | IRF2 | 1699 | 4 | Gene | gene | IRF2
38321374 | @DISEASE_Heart_Failure | Heart Failure | 1978 | 13 | Disease | disease | heart failure
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 2002 | 3 | Disease | disease | DCM
38321374 | @DISEASE_Cardiomyopathy_Dilated | Cardiomyopathy Dilated | 2099 | 3 | Disease | disease | DCM
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 62 | 24 | Disease | disease | advanced prostate cancer
38368501 | @GENE_HLA_A | HLA-A | 226 | 3 | Gene | gene | HLA
38368501 | @DISEASE_Neoplasms | Neoplasms | 303 | 6 | Disease | disease | cancer
38368501 | @GENE_HLA_A | HLA-A | 357 | 3 | Gene | gene | HLA
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 451 | 24 | Disease | disease | advanced prostate cancer
38368501 | @GENE_HLA_A | HLA-A | 714 | 3 | Gene | gene | HLA
38368501 | @GENE_HLA_DRB1 | HLA-DRB1 | 744 | 4 | Gene | gene | DRB1
38368501 | @GENE_HLA_DQB1 | HLA-DQB1 | 750 | 4 | Gene | gene | DQB1
38368501 | @GENE_HLA_DPB1 | HLA-DPB1 | 760 | 4 | Gene | gene | DPB1
38368501 | @GENE_HLA_A | HLA-A | 810 | 3 | Gene | gene | HLA
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 848 | 15 | Disease | disease | prostate cancer
38368501 | @GENE_HLA_DRB1 | HLA-DRB1 | 965 | 8 | Gene | gene | HLA-DRB1
38368501 | @GENE_HLA_DQB1 | HLA-DQB1 | 1020 | 8 | Gene | gene | HLA-DQB1
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1112 | 15 | Disease | disease | prostate cancer
38368501 | @GENE_HLA_A | HLA-A | 1169 | 3 | Gene | gene | HLA
38368501 | @GENE_HLA_DQB1 | HLA-DQB1 | 1207 | 8 | Gene | gene | HLA-DQB1
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1277 | 15 | Disease | disease | prostate cancer
38368501 | @DISEASE_Neoplasms | Neoplasms | 1381 | 6 | Disease | disease | tumors
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1395 | 15 | Disease | disease | prostate cancer
38368501 | @DISEASE_Kidney_Neoplasms | Kidney Neoplasms | 1434 | 25 | Disease | disease | bladder and kidney cancer
38368501 | @GENE_HLA_DRB1 | HLA-DRB1 | 1547 | 8 | Gene | gene | HLA-DRB1
38368501 | @GENE_HLA_DQB1 | HLA-DQB1 | 1560 | 8 | Gene | gene | HLA-DQB1
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1596 | 24 | Disease | disease | advanced prostate cancer
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1679 | 24 | Disease | disease | advanced prostate cancer
38368501 | @GENE_CD4 | CD4 | 1733 | 3 | Gene | gene | CD4
38368501 | @GENE_CD4 | CD4 | 1842 | 3 | Gene | gene | CD4
38368501 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1872 | 15 | Disease | disease | prostate cancer
38492406 | @GENE_CD8A | CD8A | 24 | 3 | Gene | gene | CD8
38492406 | @GENE_CD4 | CD4 | 33 | 3 | Gene | gene | CD4
38492406 | @DISEASE_Leishmaniasis | Leishmaniasis | 113 | 13 | Disease | disease | leishmaniases
38492406 | @DISEASE_Neglected_Diseases | Neglected Diseases | 131 | 4 | Disease | disease | NDTs
38492406 | @DISEASE_Neglected_Diseases | Neglected Diseases | 137 | 27 | Disease | disease | neglected tropical diseases
38492406 | @GENE_HLA_DRB1 | HLA-DRB1 | 650 | 8 | Gene | gene | HLA-DRB1
38492406 | @GENE_HLA_C | HLA-C | 1430 | 3 | Gene | gene | MHC
38492406 | @GENE_CD8A | CD8A | 1458 | 3 | Gene | gene | CD8
38492406 | @GENE_CD4 | CD4 | 1467 | 3 | Gene | gene | CD4
38630135 | @DISEASE_Neoplasms | Neoplasms | 71 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Melanoma | Melanoma | 102 | 8 | Disease | disease | melanoma
38630135 | @DISEASE_Neoplasms | Neoplasms | 314 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Neoplasms | Neoplasms | 383 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Neoplasms | Neoplasms | 737 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Neoplasms | Neoplasms | 764 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Neoplasms | Neoplasms | 898 | 6 | Disease | disease | tumors
38630135 | @DISEASE_Neoplasms | Neoplasms | 1026 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Melanoma | Melanoma | 1057 | 8 | Disease | disease | melanoma
38630135 | @DISEASE_Neoplasms | Neoplasms | 1099 | 5 | Disease | disease | tumor
38630135 | @GENE_CD274 | CD274 | 1133 | 4 | Gene | gene | PDL1
38630135 | @DISEASE_Neoplasms | Neoplasms | 1141 | 5 | Disease | disease | tumor
38630135 | @GENE_PDCD1 | PDCD1 | 1252 | 3 | Gene | gene | PD1
38630135 | @GENE_CD4 | CD4 | 1437 | 3 | Gene | gene | CD4
38630135 | @DISEASE_Neoplasms | Neoplasms | 1462 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Neoplasms | Neoplasms | 1581 | 5 | Disease | disease | tumor
38630135 | @DISEASE_Neoplasms | Neoplasms | 1628 | 6 | Disease | disease | cancer
1433943 | @DISEASE_Thrombocytopenia_cyclic | Thrombocytopenia cyclic | 1 | 23 | Disease | disease | Cyclic thrombocytopenia
1433943 | @DISEASE_Thyroiditis_Chronic | Thyroiditis Chronic | 30 | 19 | Disease | disease | chronic thyroiditis
1433943 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 54 | 22 | Disease | disease | ankylosing spondylitis
1433943 | @DISEASE_Thrombocytopenia_cyclic | Thrombocytopenia cyclic | 102 | 23 | Disease | disease | cyclic thrombocytopenia
1433943 | @DISEASE_Purpura_Thrombocytopenic_Idiopathic | Purpura Thrombocytopenic Idiopathic | 157 | 35 | Disease | disease | idiopathic thrombocytopenic purpura
1433943 | @DISEASE_Purpura_Thrombocytopenic_Idiopathic | Purpura Thrombocytopenic Idiopathic | 194 | 3 | Disease | disease | ITP
1433943 | @DISEASE_Thyroiditis_Chronic | Thyroiditis Chronic | 217 | 19 | Disease | disease | chronic thyroiditis
1433943 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 241 | 22 | Disease | disease | ankylosing spondylitis
1433943 | @GENE_HLA_B | HLA-B | 602 | 8 | Gene | gene | HLA B 27
1433943 | @DISEASE_Purpura_Thrombocytopenic_Idiopathic | Purpura Thrombocytopenic Idiopathic | 639 | 3 | Disease | disease | ITP
1433943 | @CHEMICAL_Steroids | Steroids | 684 | 7 | Chemical | chemical | steroid
1433943 | @CHEMICAL_Danazol | Danazol | 745 | 7 | Chemical | chemical | danazol
1433943 | @CHEMICAL_Vinca_Alkaloids | Vinca Alkaloids | 771 | 15 | Chemical | chemical | vinca alkaloids
1433943 | @DISEASE_Thrombocytopenia_cyclic | Thrombocytopenia cyclic | 960 | 23 | Disease | disease | cyclic thrombocytopenia
1433943 | @CHEMICAL_Methotrexate | Methotrexate | 1017 | 12 | Chemical | chemical | methotrexate
1433943 | @CHEMICAL_Methotrexate | Methotrexate | 1031 | 3 | Chemical | chemical | MTX
1433943 | @DISEASE_Thrombocytopenia_cyclic | Thrombocytopenia cyclic | 1186 | 23 | Disease | disease | cyclic thrombocytopenia
2413111 | @GENE_HLA_B | HLA-B | 74 | 7 | Gene | gene | HLA-B27
2413111 | @GENE_HLA_B | HLA-B | 190 | 7 | Gene | gene | HLA-B27
2413111 | @GENE_HLA_A | HLA-A | 384 | 3 | Gene | gene | HLA
2413111 | @GENE_HLA_B | HLA-B | 549 | 7 | Gene | gene | HLA-B27
2413111 | @GENE_MRAP | MRAP | 768 | 3 | Gene | gene | B27
2413111 | @GENE_MRAP | MRAP | 876 | 3 | Gene | gene | B27
2413111 | @GENE_HLA_A | HLA-A | 1589 | 3 | Gene | gene | HLA
2413111 | @GENE_HLA_B | HLA-B | 1707 | 7 | Gene | gene | HLA-B27
2415591 | @GENE_TFRC | TFRC | 428 | 20 | Gene | gene | transferrin receptor
2415591 | @GENE_SLC3A2 | SLC3A2 | 457 | 3 | Gene | gene | 4F2
2415591 | @GENE_IL2 | IL2 | 529 | 4 | Gene | gene | IL 2
2415591 | @GENE_CD2 | CD2 | 693 | 3 | Gene | gene | T11
2415591 | @GENE_IL2RB | IL2RB | 812 | 13 | Gene | gene | IL 2 receptor
2415591 | @GENE_ITGAL | ITGAL | 996 | 5 | Gene | gene | LFA-1
2415591 | @GENE_CD2 | CD2 | 1027 | 3 | Gene | gene | T11
2482475 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 32 | 22 | Disease | disease | ankylosing spondylitis
2482475 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 111 | 22 | Disease | disease | ankylosing spondylitis
2482475 | @GENE_MRAP | MRAP | 152 | 3 | Gene | gene | B27
2482475 | @GENE_B3GAT1 | B3GAT1 | 195 | 4 | Gene | gene | Leu7
2482475 | @GENE_B3GAT1 | B3GAT1 | 201 | 5 | Gene | gene | HNK-1
2482475 | @GENE_MRAP | MRAP | 478 | 3 | Gene | gene | B27
2482475 | @GENE_MRAP | MRAP | 570 | 3 | Gene | gene | B27
2482475 | @GENE_B2M | B2M | 676 | 3 | Gene | gene | B2m
2482475 | @GENE_LOC102723407 | LOC102723407 | 681 | 3 | Gene | gene | IgA
2482475 | @GENE_B3GAT1 | B3GAT1 | 686 | 4 | Gene | gene | Leu7
2957346 | @GENE_BW4 | BW4 | 271 | 7 | Gene | gene | Bw4,Bw6
2957346 | @GENE_DR1 | DR1 | 287 | 5 | Gene | gene | DR1,4
2957346 | @GENE_CD80 | CD80 | 334 | 5 | Gene | gene | B7,14
2957346 | @GENE_BW6 | BW6 | 341 | 3 | Gene | gene | Bw6
2957346 | @GENE_HLA_B | HLA-B | 832 | 5 | Gene | gene | HLA-B
2957346 | @GENE_HLA_G | HLA-G | 951 | 20 | Gene | gene | beta 2-microglobulin
2957346 | @GENE_HLA_C | HLA-C | 1367 | 3 | Gene | gene | MHC
2957346 | @GENE_IL2 | IL2 | 1580 | 4 | Gene | gene | IL-2
3291524 | @DISEASE_Thyroiditis_Subacute | Thyroiditis Subacute | 45 | 34 | Disease | disease | de Quervain's subacute thyroiditis
3291524 | @DISEASE_Thyroiditis_Subacute | Thyroiditis Subacute | 128 | 20 | Disease | disease | subacute thyroiditis
3291524 | @DISEASE_Thyroiditis_Subacute | Thyroiditis Subacute | 150 | 3 | Disease | disease | SAT
3291524 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 422 | 2 | Chemical | chemical | T3
